Tweet;label;Tweet_Parsed
Dan kenapa harganya skrg mahal? Krn dollar naik jd untuk iphone 11 series harganya juga ikut naik. Gitu lho. Jgn blg mahal bgt taun kmrn seginisegini, gue februari beli jg cuma 12 jt yg 128gb di ibox Ã°Å¸Ëâ¹;harga negatif;harganya mahal dollar series harganya lho jgn bicara mahal sekali taun kmrn seginisegini gue februari beli cuma jt gb ibox
"Bagi saya, jelas iPhone 11 ialah pilihan yg lebih baik

iPhone XS
Kelebihan :
1. OLED

iPhone 11
Kelebihan :
1. A13 Bionic
2. Ultra Wide lens
3. Night mode, Deep Fusion
4. Bateri tahan lebih lama  https://twitter.com/XavierNaxa/status/1270713421353242627ÃÂ Ã¢â¬Â¦";baterai positif;jelas pilihan lebih baik kelebihan oled kelebihan bionic ultra wide lens night mode deep fusion baterai tahan lebih lama
A. iphone 11 kalau dijual bisa belanja di shopee  lagi #ShopeeID #ShopeeDariRumah;harga negatif;dijual bisa belanja
Kalo sender lebih mentingin ketajaman layar mending Xs Max, tapi kalo buat keseluruhan ya iPhone 11 atuh, ultra wide angle nya cakep banget, chipsetnya juga terbaru.;general positif,kamera positif,spesifikasi positif;lebih lebih ketajaman layar lebih baik keseluruhan ultra wide angle bagus sekali chipset terbaru
Tiba tiba rasa tak menyesal beli iphone 11  https://twitter.com/myappledotmy/status/1278259691236159491ÃÂ Ã¢â¬Â¦;general positif;tidak menyesal beli
iphone 11 yg purple gemay bgt ga si hmÃ°Å¸Â¥Âº;general positif;ungu bagus sekali tidak hm
Sebenernya aneh kamera iphone 11 kaya android ih smooth gt:(;kamera negatif;aneh kamera kaya android halus
Iphone 11 kameranya kenapa aneh banget si;kamera positif;kameranya aneh sekali
Berdasarkan laporan ini, saya boleh buat konklusi bahawa Apple menurunkan kapasiti mAh disebabkan mereka percaya cip A14 Bionic mampu memberikan jangka hayat yang sama seperti iPhone 11.;baterai negatif,spesifikasi positif;berdasarkan laporan kesimpulan bahawa menurunkan kapasitas mah disebabkan percaya chipset bionic mampu jangka tahan
Iphone 11 nder , gua xr aja hasil nya udh gila bagus bgt, ambil yg 256gb, kalo andro kurang tau, kadang suka ada efek berlebih difotonya, dan di xr keatas ini efek bokeh bisa disetting diagramanya, jadi bisa seblur apa fotonya, ini berlaku buat kamera depan sm belakang;kamera positif;xr hasil udah sekali bagus sekali ambil gb android kurang tau kadang suka efek berlebih difotonya xr keatas efek bokeh bisa disetting diagramanya bisa seblur fotonya berlaku kamera
Lol.. Naksirrrrr banget sama ungu pastel nya iphone 11 Ã°Å¸Â¥Âº;general positif;menyukai sekali ungu pastel
hp iphone 11 tapi fotonya low quality semua..  pic.twitter.com/eW67jekiAR;kamera negatif;fotonya kecil kualitas
Kalo kamera bagusan xs max dripda iphone 11. Mending kalo mau 11, langsung 11 promax aja.;kamera positif;kamera bagusan dripda lebih baik langsung
Iphone 11  pro paling murah 18jt . Bagi 5 hari so 3,6 jt . No rek nnti aku trf segitu selama 5 hari;harga positif;murah jt jt rek nnti trf segitu
kamera iphone 11 ngewiii sekali.  pic.twitter.com/4E402uaSxb;kamera positif;kamera ngewiii sekali
iPhone 11 sumpah bateri tahan macam android yg bateri 4k mAh. Tak tipu, aku pakai 11 ni sehari charge sekali je. Kalau time tak pakai on low power mode lagi lama bateri tahan.;baterai positif;baterai tahan android baterai k mah tidak bohong pakai sehari charge sekali je time tidak pakai hidup kecil power mode lama baterai tahan
iPhone barunya doang mahal. secondnya murah. coba cek deh. 6+ aja ada yg 2jt. ya klo mau yang iphone 11 emang masih tinggi :);harga negatif;barunya mahal secondnya murah coba cek jt masih tinggi
Iphone 11 is better ! Battery pun tahan 2 hari au;baterai positif;lebih baik baterai tahan au
Sumpah bt bgt iphone 11 tuh ngecharge lama bgt gue kl mgecharge full bs 3 jam an dan baru ngesearch di google emg gt hrs beli fast chargingnya lg yg pro dan promax udh dpt charger fast charging hhh kesel  pic.twitter.com/r3berIG4iO;baterai negatif;bt sekali tuh charge lama sekali gue charge full bisa jam ngesearch google emang hrs beli cepat chargingnya lg udah dpt charger cepat charger kesel
hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;kamera positif;hasil gambar kamera mode wide angle sangat cantik natural
harga Iphone X terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga negatif;harga terhitung agak tinggi tidak kecewa membelinya
sistem operasinya sangat lancar anti lemot;spesifikasi positif;sistem operasinya sangat lancar anti lambat
desainnya emang paling unik dan simpel;general positif;desainnya unik simpel
sayangnya produk Iphone ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case hp;general negatif;sayangnya produk sangat rentan lecet pengguna harus case
pilihan case Iphone X dan Iphone 11 sangat beragam dan mudah ditemukan;general positif;pilihan case sangat beragam mudah ditemukan
selalu suka dan nyaman banget menggunakan Iphone;general positif;suka nyaman sekali
kualitas gambar yang jernih membuat para pengguna tidak pernah kecewa membelinya;kamera positif;kualitas gambar jernih pengguna tidak kecewa membelinya
iphone X memiliki ukuran layar 5,8 inchi yang membuat pengguna tidak bosan melihatnya;general positif;memiliki ukuran layar inchi pengguna tidak bosan
ukuran kamera depan 7MP dan kamera belakang 12 MP sangat cocok dengan harga yang ditetapkan;kamera positif,harga positif;ukuran kamera mp kamera mp sangat cocok harga ditetapkan
Iphone X tidak memiliki fitur pemindai sidik jari yang dianggap jauh lebih cepat dan mudah sehingga banyak pengguna yang kecewa;general negatif;tidak memiliki fitur pemindai sidik jari dianggap lebih cepat mudah pengguna kecewa
desain Iphone X terlihat hambar dan sedikit membosankan;general negatif;desain hambar sedikit membosankan
sayangnya baterai iphone sangat boros;baterai negatif;sayangnya baterai sangat boros
hasil pengambilan gambar dan video saat malam hari sangat memuaskan;kamera positif;hasil pengambilan gambar video malam sangat memuaskan
resolusi gambar dan video yang dihasilkan sangat bagus sehingga ketika di zoom tidak pecah;kamera positif;resolusi gambar video dihasilkan sangat bagus zoom tidak pecah
pilihan warna pada Iphone sangat unik dan tidak membosankan;general positif;pilihan warna sangat unik tidak membosankan
Iphone 11 memiliki fitur yang dapat mengatur keburaman latar belakang foto yang dapat menjadikan foto terlihat fokus pada satu objek;kamera positif;memiliki fitur mengatur keburaman latar foto menjadikan foto fokus objek
bagi pembisnis Iphone 11 sangat cocok karena memiliki performa yang sangat baik;spesifikasi positif;pembisnis sangat cocok memiliki performa sangat baik
Iphone 11 memiliki prosesor A13 yang mampu menghemat 40 persen pemakaian daya baterai;baterai positif;memiliki prosesor mampu menghemat persen pemakaian daya baterai
pengisian daya pada Iphone 11 super cepat;baterai positif;pengisian daya super cepat
Iphone 11 Pro tahan air dan dapat bertahan selama 30 menit;general positif;tahan air bertahan menit
Iphone 11 Pro didesain dengan dimensi layar yang lebih kecil sehingga nyaman untuk digenggam;general positif;didesain dimensi layar lebih kecil nyaman digenggam
Iphone 11 Pro memiliki tingkat kecerahan yang lebih baik;general positif;memiliki tingkat kecerahan lebih baik
kamera telefoto dan kamera ultra-wide masih terasa kurang greget;kamera negatif;kamera telefoto kamera ultra wide masih kurang greget
Iphone 11 Pro tidak menyediakan lubang audio;general negatif;tidak menyediakan lubang audio
bagus banget nih kamera nya bisa jadi youtuber deh aku;kamera positif;bagus sekali kamera bisa youtuber
baterai nya awet deh bisa seharian main tiktok;baterai positif;baterai awet bisa seharian main tiktok
ih senang deh tiada hari tanpa selfie nih gara-gara kamera nya;kamera positif;senang tiada tanpa foto gara gara kamera
pantas di kantong nih hp nya jadi gak ribet bawa tas;general positif;kantong tidak ribet bawa tas
ukuran layarnya sedikit kecil agak susah nih mau ngegame;general negatif;ukuran layarnya sedikit kecil agak susah ngegame
fitur-fitur kameranya bikin hasil foto cantik banget deh;kamera positif;fitur fitur kameranya hasil foto cantik sekali
IOS nya selalu update yang terbaru nih, jangan takut ketinggalan IOS;spesifikasi positif;ios perbarui terbaru jangan takut ketinggalan ios
walaupun harganya sangat mahal tapi spesifikasinya sangat baik;harga negatif,spesifikasi positif;walaupun harganya sangat mahal spesifikasinya sangat baik
Iphone memiliki memori internal yang besar sehingga tidak memerlukan memori eksternal;spesifikasi positif;memiliki memori internal besar tidak memerlukan memori eksternal
makin banyak nih video tiktok aku karena hasilnya jernih banget;kamera positif;makin video tiktok hasilnya jernih sekali
jalan-jalan makin puas nih karena bisa dapatin foto-foto yang bagus;kamera positif;jalan jalan makin puas bisa dapatin foto foto bagus
Iphone 11 Pro tidak memiliki RAM yang cukup besar hanya 4GB;spesifikasi negatif;tidak memiliki ram cukup besar hanya gb
sayangnya ngecas iphone sehari bisa sampai 2 atau 3 kali;baterai negatif;sayangnya charge sehari bisa sekali
spesifikasi iphone 11 Pro memang sangat baik jadi wajar harganya pun relatif tinggi;spesifikasi positif,harga negatif;spesifikasi sangat baik wajar harganya relatif tinggi
terkadang kapasitas baterai turun drastis ketika memperbarui IOS;baterai negatif;terkadang kapasitas baterai turun drastis memperbarui ios
aplikasi di iphone rata-rata banyak berbayar;general negatif;aplikasi berbayar
baterai sangat boros sehingga selalu membawa cas kemana-mana;baterai negatif;baterai sangat boros membawa cas kemana
kamera nya kadang suka ga bisa fokus;kamera negatif;kamera kadang suka tidak bisa fokus
kecerahan dari kamera kadang suka tidak stabil;kamera negatif;kecerahan kamera kadang suka tidak stabil
banyak yang komen kamera 3 nya kayak kompor ih;kamera negatif;komen kamera kayak kompor
gaada efek glowingnya nih kamera;kamera negatif;tidak efek glowingnya kamera
sumpah biasa aja nih kameranya ga ada bagus bagusnya;kamera negatif;biasa kameranya tidak bagus bagusnya
hasil foto malam hari ga terlihat bagus;kamera negatif;hasil foto malam tidak bagus
efeknya gabisa nutupin jerawat nih;kamera negatif;efeknya gabisa nutupin jerawat
makin kesini kameranya makin aneh ih, jelek;kamera negatif;makin kesini kameranya makin aneh jelek
udah kayak minuman boba aja tu kamera banyak bener;kamera negatif;udah kayak minuman boba kamera
baru beli, baterai nya awet banget bisa seharian dipakai main tiktok;baterai positif;beli baterai awet sekali bisa seharian dipakai main tiktok
ga perlu bawa casan kemana mana deh, baterai nya tahan banget;baterai positif;tidak bawa casan kemana baterai tahan sekali
udah pake sekitar 5 bulan, kesehatan baterainya tidak menurun;baterai positif;udah sekitar kesehatan baterainya tidak menurun
sumpah ya awet bener seharian gila;baterai positif;awet seharian sekali
ga nyesel sumpah beli iphone, baterai nya bisa nonton youtube seharian;baterai positif;tidak menyesal beli baterai bisa nonton youtube seharian
lebih irit baterainya dari varian sebelumnya;baterai positif;lebih irit baterainya varian
ngecas nya ga perlu waktu lama loh;baterai positif;charge tidak waktu lama loh
boros banget gila baterainya;baterai negatif;boros sekali sekali baterainya
jadi nyesel beli iphone kalau tau baterai nya boros begini;baterai negatif;menyesal beli tau baterai boros
sumpah ya baru main sejam udah habis aja ini baterai;baterai negatif;main sejam udah habis baterai
baterai nya ga bisa dicopot nih;baterai negatif;baterai tidak bisa dicopot
ngedit video tiktok cuman bisa 1 nih kalau kayak gini baterainya;baterai negatif;ngedit video tiktok cuman bisa kayak baterainya
udah kayak air terjun nih baterai cepat banget ngalirnya;baterai negatif;udah kayak air terjun baterai cepat sekali ngalirnya
ini hp atau apa dah besar banget ukurannya;general negatif;besar sekali ukurannya
kalau jatuh keliatan lecetnya karna desainya mengkilap;general negatif;jatuh keliatan lecetnya karna desainya mengkilap
terlalu besar ukurannya jadi susah masuk saku;general negatif;besar ukurannya susah masuk saku
capek juga genggam hp segede ini;general negatif;capek genggam segede
gila performanya bagus banget, cepat lagi;general positif;sekali performanya bagus sekali cepat
sumpah ini mah kalau main game anti lemot wkwk sistem operasinya lancar banget;spesifikasi positif;mah main game anti lambat sistem operasinya lancar sekali
makin kesini kinerja dan sistem operasinya makin baik dah;spesifikasi positif;makin kesini kinerja sistem operasinya makin baik
bisnis aku makin lancar deh kalau perfomanya kayak gini;general positif;bisnis makin lancar perfomanya kayak
spesifikasinya gila memuaskan banget, tidak diragukan lagi;spesifikasi positif;spesifikasinya sekali memuaskan sekali tidak diragukan
sayang ini RAM nya hanya 3GB;spesifikasi negatif;sayang ram hanya gb
kadang IOS nya suka ngefek ga baik buat aplikasinya;spesifikasi negatif;kadang ios suka ngefek tidak baik aplikasinya
fitur sidik jari dihapus kan jadi ribet;general negatif;fitur sidik jari dihapus ribet
sebel banget tombol tengahnya dihilangkan;general negatif;kesal sekali tombol tengahnya dihilangkan
ih cuman ada memori internal nih gaada memori eksternalnya;spesifikasi negatif;cuman memori internal tidak memori eksternalnya
sebel banget lubang audio nya gaada;general negatif;kesal sekali lubang audio tidak
fitur-fiturnya banyak diganti nih jadi agak ribet;general negatif;fitur fiturnya diganti agak ribet
agak kecewa sih RAM nya ga meningkat;spesifikasi negatif;agak kecewa ram tidak meningkat
belum 5g nih, masih aja 4g;general negatif;belum g masih g
dijamin gabakal nyesel deh beli iphone dengan harga segitu;harga positif;dijamin gabakal menyesal beli harga segitu
wajar sih harga nya segitu karena pemakaiannya dalam jangka lama;harga positif;wajar harga segitu pemakaiannya jangka lama
harga iphone x masih terjangkau kok;harga positif;harga masih terjangkau
barang bermerek dengan harga segitu wajar dong;harga positif;barang bermerek harga segitu wajar
ada kualitas ada harga wkwk;harga positif;kualitas harga
harga segitu buat iphone mah ga mahal;harga positif;harga segitu mah tidak mahal
sumpah udah berapa kali beli ga pernah nyesel sama harga segitu;harga positif;udah sekali beli tidak menyesal harga segitu
ketahanan lama untuk harga segitu wajar banget;harga positif;ketahanan lama harga segitu wajar sekali
jual ginjal dulu apa ya buat beli ip 11 pro;harga negatif;jual ginjal beli
nabung berapa tahun ya buat beli ip 11;harga negatif;nabung beli
bikin dompet kering nih beli iphone;harga negatif;dompet kering beli
sumpah ya mahal banget harganya;harga negatif;mahal sekali harganya
udah minder duluan nih lihat harganya;harga negatif;udah minder duluan lihat harganya
harganya tinggi banget udah deh liat ulasannya aja;harga negatif;harganya tinggi sekali udah liat ulasannya
ga turun turun nih harganya iphone tetap aja tinggi;harga negatif;tidak turun turun harganya tinggi
mau nangis aja deh liat harganya;harga negatif;suka liat harganya
kamera iphone 11 sedikit lebih bagus dibanding pesaingnya dan untuk kualitas hasil jepretannya juga oke;kamera positif;kamera sedikit lebih bagus dibanding pesaingnya kualitas hasil jepretannya oke
Ngga suka sekali warna merah buat iphone 11;general negatif;ngga suka sekali warna merah
Baterai iphone x dan 11 ngga ada bedanya, sangat boros;baterai negatif;baterai ngga bedanya sangat boros
Sangat lucu yang warna kuning, jadi pengen beli iphone 11;general positif;sangat bagus warna kuning beli
Dari segi harga emang keduanya sama mahalnya tapi kualitas kamera tetep ip 11 dihati;harga negatif,kamera positif;segi harga mahalnya kualitas kamera tetep dihati
Hasil jepretan kamera iphone X biasa aja;kamera negatif;hasil jepretan kamera biasa
Spek ip X dan 11 ngga beda jauh, biasa aja ngga terlalu hebat;spesifikasi negatif;spek ngga beda biasa ngga hebat
Nyesel buru-buru beli iphone X yang akhirnya spesifikasinya sama aja kayak iphone 11 wkwk;spesifikasi negatif;menyesal buru buru beli spesifikasinya kayak
Charger iphone dari dulu ngga pernah awet, selalu mudah rusak;baterai negatif;charger ngga awet mudah rusak
Daya tahan baterai iphone 11 sedikit lebih baik dibanding ip X;baterai positif;daya tahan baterai sedikit lebih baik dibanding
Ukuran iphone 11 besar banget untuk ditangan, agak kurang nyaman;general negatif;ukuran besar sekali ditangan agak kurang nyaman
harga oke lah untuk iphone 11 masih masuk sama isi kantong;harga positif;harga oke masih masuk isi kantong
Iphone 11 varian warnanya lebih banyak dibanding iphone X, kayaknya beli ip 11 aja deh lebih layak;general positif;varian warnanya lebih dibanding kayaknya beli lebih layak
Iphone X ngga kalah keren kok sama iphone 11 dari segi kamera dan spesifikasi;kamera positif,spesifikasi positif;ngga kalah keren segi kamera spesifikasi
Speaker iphone X kenapa jelek banget ya kayak agak mendelep gitu;general negatif;speaker jelek sekali kayak agak mendelep
Hasil video di iphone 11 bagus banget. Suka banget parah;kamera positif;hasil video bagus sekali suka sekali parah
Kecepatan charging iphone 11 lebih cepat dibanding ip X, padahal casannya sama aja. Tapi okelah...;baterai positif;kecepatan charger lebih cepat dibanding casannya okelah
Desain kamera iphone 11 kenapa begitu sih, cuma 2 aja tapi dikotakin jadi keliatan aneh;kamera negatif;desain kamera cuma dikotakin keliatan aneh
Iphone 11 iOS nya terbaru, ngga sabar nunggu keluar. Udah liat previewnya, bagus sangat.;spesifikasi positif;ios terbaru ngga sabar nunggu keluar udah liat previewnya bagus sangat
RAM ip 11 lebih oke 1 Gb dibanding ip X, langsung gas beli;spesifikasi positif;ram lebih oke gb dibanding langsung gas beli
Coba kamera iphonne 11 buat pertama kali ternyata night mode keren banget hasilnya terang lebih terang dari iphone x;kamera positif;coba kamera iphonne sekali night mode keren sekali hasilnya terang lebih terang
gila night mode iphone 11 ga abis pikir keren abis;kamera positif;sekali night mode tidak abis pikir keren abis
pake iphone 11 sekarang ga perlu lagi dong susah-susah cari tempat terang buat poto lo mau poto di tempat segelapa apa juga hasilnya jadi terang wkwk;kamera positif;tidak susah susah cari terang poto lo poto segelapa hasilnya terang
hari ini mau keluar buat beli sayur sekalian coba kamera hp baru ku dan ternyata hasilnya ga mengecewakan;kamera positif;keluar beli sayur coba kamera ku hasilnya tidak mengecewakan
gambar jepretan ip 11 pro resolusinya ga main-main;kamera positif;gambar jepretan resolusinya tidak main main
pake ip 11 pro backlight selfie bisa jadi bagus;kamera positif;backlight foto bisa bagus
hasil poto kamera ip 11 pro ga kalah sama dslr bro;kamera positif;hasil poto kamera tidak kalah dslr
saya terkesan dengan hasil night mode ip 11;kamera positif;terkesan hasil night mode
harganya mahal sih tapi ga apa-apa kameranya emang juara;kamera positif,harga negatif;harganya mahal tidak kameranya juara
keluar malem pengen coba night mode ip 11 pro hasilnya cakep banget;kamera positif;keluar malem coba night mode hasilnya bagus sekali
ternyata kameranya ga sebagus yang orang bilang tuh;kamera negatif;kameranya tidak sebagus orang bilang tuh
hasil potonya ga sebanding sama harganya;kamera negatif;hasil potonya tidak sebanding harganya
kalo emang incer hp ip 11 pro cuma buat kameranya sih mending beli dslr sekalian lebih bagus;kamera negatif;incer cuma kameranya lebih baik beli dslr lebih bagus
selfie kameranya ga bagus buat di tempat gelap;kamera negatif;foto kameranya tidak bagus gelap
biasa aja tuh kameranya;kamera negatif;biasa tuh kameranya
kok gue ga ngerasa ada perbedaan yang signifikan buat kualitas kameranya;kamera negatif;gue tidak ngerasa perbedaan signifikan kualitas kameranya
kualitas kameranya ga sebanding harga;kamera negatif;kualitas kameranya tidak sebanding harga
ga wow banget kameranya ah, lebay;kamera negatif;tidak wow sekali kameranya ah lebay
kurang bagus sih kameranya, kalau diliat dari harganya yang mahal ga setimpal banget;kamera negatif,harga negatif;kurang bagus kameranya diliat harganya mahal tidak setimpal sekali
penempatan kameranya bikin jelek, aneh gitu jadinya liatnya;kamera negatif;penempatan kameranya jelek aneh liatnya
gila ip 11 beneran fast charging 30 menit doang langsung full tuh;baterai positif;sekali beneran cepat charger menit langsung full tuh
baterai ip 11 paling bagus sih dari ip seris yang lain;baterai positif;baterai bagus seris
baterai nya tahan lama banget nonton video berjam-jam tetap awet;baterai positif;baterai tahan lama sekali nonton video berjam jam awet
Sudah menggunakan 11 selama 2 bulan sekarang, saya rasa baterainya sangat bagus.;baterai positif;baterainya sangat bagus
Saya punya kebiasaan untuk mengisi daya ponsel sepanjang malam, dan sejauh ini kesehatan baterai masih 100%.;baterai positif;kebiasaan mengisi daya ponsel malam kesehatan baterai masih
aku biasa main hp dari jam 9 pagi dan sampai jam 11 malem bahkan baterainya ga habis sampai 50 persen;baterai positif;biasa main jam pagi jam malem baterainya tidak habis persen
baterainya awet banget bisa dipake seharian, ga perlu lagi tuh bawa charger kemana-mana;baterai positif;baterainya awet sekali bisa seharian tidak tuh bawa charger kemana
ip 11 baterai than lama sih;baterai positif;baterai lama
waktu isi daya baterainya ip 11 lebih cepet dari ip x;baterai positif;waktu isi daya baterainya lebih cepat
baterainya awet dipake streaming lama lama haha;baterai positif;baterainya awet streaming lama lama
Apple bilang iPhone 11 iPhone 11 Pro dan iPhone 11 Pro Max memiliki masa pakai baterai sehari tapi tidak juga tuh masa pakai baterai saya kurang dari 24 jam.;baterai negatif;bilang memiliki pakai baterai sehari tidak tuh pakai baterai kurang jam
waktu isi daya baterai sampai penuh lama juga;baterai negatif;waktu isi daya baterai penuh lama
baterainya masih lebih awet yang ip 8 tuh daripada ip 11;baterai negatif;baterainya masih lebih awet tuh
daya tahan baterainya masih jelek, kalah sama samsung;baterai negatif;daya tahan baterainya masih jelek kalah samsung
aku ga ngerasa baterai hp ip 11 ini lebih awet dari ip seris lain sih, malah lebih boros;baterai negatif;tidak ngerasa baterai lebih awet seris malah lebih boros
baterainya ga tahan dipakai buat seharian harus isi ulang mulu;baterai negatif;baterainya tidak tahan dipakai seharian harus isi ulang mulu
dipake buat nge game ga tahan sih baterainya;baterai negatif;nge game tidak tahan baterainya
ga kuat sih baterainya kalau dipake seharian;baterai negatif;tidak kuat baterainya seharian
baterai nya ga kuat dipake lama lama;baterai negatif;baterai tidak kuat lama lama
cepet abis baterainya;baterai negatif;cepat abis baterainya
buat spesifikasinya yang keren banget harga ip 11 masih terjangkau si;harga positif;spesifikasinya keren sekali harga masih terjangkau
bole sih harga segitu, emang spesifikasi hp nya bagus juga;harga positif,spesifikasi positif;bole harga segitu spesifikasi bagus
harganya masuk akal kok ga mahal, ip kan harganya rata-rata memang segitu;harga positif;harganya masuk akal tidak mahal harganya segitu
murah lah segitu mah, secara kan dolar emang mahal di indo;harga positif;murah segitu mah dolar mahal indo
ternyata ip 11 murah, kiarain bakal lebih mahal lagi harganya wkwk;harga positif;murah kiarain lebih mahal harganya
ga mahal sih menurutku secara ada kualitas ada harga;harga positif;tidak mahal menurutku kualitas harga
ya murah sih menurut gue, soalnya kan emang barang bermerek jadi ya wajar aja;harga positif;murah gue barang bermerek wajar
harga iphone 11 murah kok, gue beli ga nyampe 10 juta;harga positif;harga murah gue beli tidak nyampe juta
kirain harganya bakalan mahal banget ternyata engga mahal kok;harga positif;kirain harganya mahal sekali engga mahal
harganya cukup murah untuk ukuran iphone keluaran terbaru;harga positif;harganya cukup murah ukuran keluaran terbaru
gila mahal amat harganya, ga sanggup belinya;harga negatif;sekali mahal harganya tidak sanggup belinya
harga ip 11 kemahalan, jual ginjal dulu kali ya;harga negatif;harga kemahalan jual ginjal sekali
hp buat sultan doang ini mah, mahal bener;harga negatif;sultan mah mahal
ga setimapal sih menurut gue harganya, kemahalan kalo cuma buat beli hp doang mending beli laptop sekalian;harga negatif;tidak setimapal gue harganya kemahalan cuma beli lebih baik beli laptop
mahal banget satu hp doang seharga motor;harga negatif;mahal sekali seharga motor
mahal banget harganya, padahal modelnya keliatan lebih murah dari seris yang lain;harga negatif,general negatif;mahal sekali harganya modelnya keliatan lebih murah seris
pengen nangis liat harganya;harga negatif;suka liat harganya
barang bermerek mahal ya;harga negatif;barang bermerek mahal
harganya ga masuk akal, bikin nangis;harga negatif;harganya tidak masuk akal suka
kemahalan sih menurutku, tapi mungkin emang nulai tukar rupiah sama dolar yang bikin tambah mahal;harga negatif;kemahalan menurutku nulai tukar rupiah dolar tambah mahal
body nya bagus keliatan mewahnya;general positif;body bagus keliatan mewahnya
layarnya lebar, enak dipake;general positif;layarnya lebar enak
pilihan warnanya banyak banget, unik dan lucu lucu;general positif;pilihan warnanya sekali unik bagus bagus
gemes liat warnanya;general positif;gemes liat warnanya
iphone 11 warna kuning lucu;general positif;warna kuning bagus
gue suka sih sama model ip 11 ini, keliatan fresh dan unik;general positif;gue suka model keliatan fresh unik
ip 11 banyak banget pilihan warnanya, bagus semua;general positif;sekali pilihan warnanya bagus
hpnya gede tapi enak sih jadinya liat ke layar;general positif;hpnya besar enak liat layar
hpnya ringan ternyata ga berat-berat banget;general positif;hpnya ringan tidak berat berat sekali
ternyata bener anti air guys, gue rendem ga kenapa-kenapa;general positif;anti air gue rendem tidak
layarnya jelek banget, rentan retak meskipun ada pelindung layar.;general negatif;layarnya jelek sekali rentan retak pelindung layar
ga ada yang spesial dari design hpnya, ga begitu beda dari series yang lain;general negatif;tidak spesial design hpnya tidak beda series
kualitas speakernya jelek amat, padahal hp mahal;general negatif,harga negatif;kualitas speakernya jelek mahal
layarnya gampang retak, harus pake pelindung sih;general negatif;layarnya gampang retak harus pelindung
model hpnya ga unik tuh, modelnya mirip yang seris xr;general negatif;model hpnya tidak unik tuh modelnya seris xr
model layarnya sama kaya seris lain, kesannya jadi keliatan jadul padahal keluaran baru;general negatif;model layarnya kaya seris kesannya keliatan jadul keluaran
modelnya kaya yang murahan;general negatif;modelnya kaya murahan
layar bezelnya masih tebel kaya seris yang lama, ga enak liatanya;general negatif;layar bezelnya masih tebel kaya seris lama tidak enak liatanya
dalam kardusnya cuma ada hp sama kabel doang, buat earpodnya harus beli terpisah;general negatif;kardusnya cuma kabel earpodnya harus beli terpisah
warnanya jelek, ga keliatan mewah mirip hp murah;general negatif;warnanya jelek tidak keliatan mewah murah
layarnya udah ips ternyata, jadi lebih enak liatnya;spesifikasi positif;layarnya udah ips lebih enak liatnya
spesifikasinya keren, pake chip a13 yang katanya cpu dan gpu ponsel tercepat;spesifikasi positif;spesifikasinya keren chip cpu gpu ponsel tercepat
layarnya udah pake teknologi LiquidRetina LCD, jadinya keliatan lebih tajam dan jelas;spesifikasi positif;layarnya udah teknologi liquidretina lcd keliatan lebih tajam jelas
yang terlihat di layar kaya yang nyata banget, sumpah bagus banget ini spesifikasinya;spesifikasi positif;layar kaya nyata sekali bagus sekali spesifikasinya
layarnya lebih sensitif dari seris yang lama, enak banget pakenya;spesifikasi positif;layarnya lebih sensitif seris lama enak sekali pakenya
puas banget beli hp ip 11, walaupun mahal tapi spesifikasinya memuaskan;spesifikasi positif,harga negatif;puas sekali beli walaupun mahal spesifikasinya memuaskan
layarnya lebar 6,1 inchi jadi enak di pake nonton dan main game;spesifikasi positif;layarnya lebar inchi enak nonton main game
audionya pake dolby guys, jadi suaranya jernih;spesifikasi positif;audionya dolby suaranya jernih
kualitas layarnya oke banget, tingkat kecerahannya ga bikin mata sakit walau lama-lama liat layar;spesifikasi positif;kualitas layarnya oke sekali tingkat kecerahannya tidak mata sakit walau lama lama liat layar
gpu nya bagus banget, ngalah grapisnya kenceng;spesifikasi positif;gpu bagus sekali ngalah grapisnya kenceng
ga ada port buat headset, bikin ribet;spesifikasi negatif;tidak port headset ribet
ip 11 fitur pengamannya jelek banget, pengitai jari aja ga ada;spesifikasi negatif;fitur pengamannya jelek sekali pengitai jari tidak
ip 11 belom 5g, susah lagi deh nanti kalau di indo udah pada 5g;spesifikasi negatif;belom g susah indo udah g
RAM nya ga ada yange lebih gede kah, dikit amat kasihnya, padahal hp mahal;spesifikasi negatif,harga negatif;ram tidak yange lebih besar dikit kasihnya mahal
belum bisa 5g hpnya, padahal harganya ga murah loh;spesifikasi negatif,harga negatif;belum bisa g hpnya harganya tidak murah loh
ga ada radionya wkwk, dari dulu biasa denger radio jadi ga bisa deh gara-gara ganti hp;spesifikasi negatif;tidak radionya biasa denger radio tidak bisa gara gara ganti
memori RAM nya kecil banget, gabisa pake banyak app sekaligus;spesifikasi negatif;memori ram kecil sekali gabisa aplikasi
layarnya masih pake IPS, ga setajam dan secerah OLED;spesifikasi negatif;layarnya masih ips tidak setajam secerah oled
tidak mendukung buat pake headset nih, ga ada portnya jadi memang harus beli earpod;spesifikasi negatif;tidak mendukung headset tidak portnya harus beli earpod
kecewa sih spesifikasinya ga sekeren yang diharapkan;spesifikasi negatif;kecewa spesifikasinya tidak sekeren diharapkan
ganyesel deh beli iphone 11 kameranya bagus banget;kamera positif;ganyesel beli kameranya bagus sekali
