Tweet;label
agak kecewa sih RAM nya ga meningkat;spesifikasi negatif
belum 5g nih, masih aja 4g;spesifikasi negatif
dijamin gabakal nyesel deh beli iphone dengan harga segitu;harga positif
wajar sih harga nya segitu karena pemakaiannya dalam jangka lama;harga positif
harga iphone x masih terjangkau kok;harga positif
barang bermerek dengan harga segitu wajar dong;harga positif
ada kualitas ada harga wkwk;harga positif
harga segitu buat iphone mah ga mahal;harga positif
sumpah udah berapa kali beli ga pernah nyesel sama harga segitu;harga positif
ketahanan lama untuk harga segitu wajar banget;harga positif
jual ginjal dulu apa ya buat beli ip 11 pro;harga negatif
nabung berapa tahun ya buat beli ip 11;harga negatif
bikin dompet kering nih beli iphone;harga negatif
sumpah ya mahal banget harganya;harga negatif
udah minder duluan nih lihat harganya;harga negatif
harganya tinggi banget udah deh liat ulasannya aja;harga negatif
ga turun turun nih harganya iphone tetap aja tinggi;harga negatif
mau nangis aja deh liat harganya;harga negatif
Kamera iphone 11 sedikit lebih bagus dibanding pesaingnya dan untuk kualitas hasil jepretannya juga oke;Kamera positif
Ngga suka sekali warna merah buat iphone 11;General negatif
Baterai iphone x dan 11 ngga ada bedanya, sangat boros;Baterai negatif
Sangat lucu yang warna kuning, jadi pengen beli iphone 11;General positif
Dari segi harga emang keduanya sama mahalnya tapi kualitas kamera tetep ip 11 dihati;Harga negatif, kamera positif
Hasil jepretan kamera iphone X biasa aja;Kamera negatif
Spek ip X dan 11 ngga beda jauh, biasa aja ngga terlalu hebat;Spesifikasi negatif
Nyesel buru-buru beli iphone X yang akhirnya spesifikasinya sama aja kayak iphone 11 wkwk;Spesifikasi negatif
Charger iphone dari dulu ngga pernah awet, selalu mudah rusak;Baterai negatif
Daya tahan baterai iphone 11 sedikit lebih baik dibanding ip X;Baterai positif
Ukuran iphone 11 besar banget untuk ditangan, agak kurang nyaman;General negatif
Harga oke lah untuk iphone 11 masih masuk sama isi kantong;Harga positif
Iphone 11 varian warnanya lebih banyak dibanding iphone X, kayaknya beli ip 11 aja deh lebih layak;General positif
Iphone X ngga kalah keren kok sama iphone 11 dari segi kamera dan spesifikasi;Kamera positif, spesifikasi positif
Speaker iphone X kenapa jelek banget ya kayak agak mendelep gitu;General negatif
Hasil video di iphone 11 bagus banget. Suka banget parah;Kamera positif
Kecepatan charging iphone 11 lebih cepat dibanding ip X, padahal casannya sama aja. Tapi okelah...;Baterai positif
Desain kamera iphone 11 kenapa begitu sih, cuma 2 aja tapi dikotakin jadi keliatan aneh;Kamera negatif
Iphone 11 iOS nya terbaru, ngga sabar nunggu keluar. Udah liat previewnya, bagus sangat.;Spesifikasi positif
RAM ip 11 lebih oke 1 Gb dibanding ip X, langsung gas beli;Spesifikasi positif
Coba kamera iphonne 11 buat pertama kali ternyata night mode keren banget hasilnya terang lebih terang dari iphone x;kamera positif
gila night mode iphone 11 ga abis pikir keren abis;kamera positif
pake iphone 11 sekarang ga perlu lagi dong susah-susah cari tempat terang buat poto lo mau poto di tempat segelapa apa juga hasilnya jadi terang wkwk;kamera positif
hari ini mau keluar buat beli sayur sekalian coba kamera hp baru ku dan ternyata hasilnya ga mengecewakan;kamera positif
gambar jepretan ip 11 pro resolusinya ga main-main;kamera positif
pake ip 11 pro backlight selfie bisa jadi bagus;kamera positif
hasil poto kamera ip 11 pro ga kalah sama dslr bro;kamera positif
saya terkesan dengan hasil night mode ip 11;kamera positif
harganya mahal sih tapi ga apa-apa kameranya emang juara;kamera positif, harga negatif
keluar malem pengen coba night mode ip 11 pro hasilnya cakep banget;kamera positif
ternyata kameranya ga sebagus yang orang bilang tuh;kamera negatif
hasil potonya ga sebanding sama harganya;kamera negatif
kalo emang incer hp ip 11 pro cuma buat kameranya sih mending beli dslr sekalian lebih bagus;kamera negatif
selfie kameranya ga bagus buat di tempat gelap;kamera negatif
biasa aja tuh kameranya;kamera negatif
kok gue ga ngerasa ada perbedaan yang signifikan buat kualitas kameranya;kamera negatif
kualitas kameranya ga sebanding harga;kamera negatif
ga wow banget kameranya ah, lebay;kamera negatif
kurang bagus sih kameranya, kalau diliat dari harganya yang mahal ga setimpal banget;kamera negatif, harga negatif
penempatan kameranya bikin jelek, aneh gitu jadinya liatnya;kamera negatif
gila ip 11 beneran fast charging 30 menit doang langsung full tuh;baterai positif
baterai ip 11 paling bagus sih dari ip seris yang lain;baterai positif
baterai nya tahan lama banget nonton video berjam-jam tetap awet;baterai positif
Sudah menggunakan 11 selama 2 bulan sekarang, saya rasa baterainya sangat bagus.;baterai positif
Saya punya kebiasaan untuk mengisi daya ponsel sepanjang malam, dan sejauh ini kesehatan baterai masih 100%.;baterai positif
aku biasa main hp dari jam 9 pagi dan sampai jam 11 malem bahkan baterainya ga habis sampai 50 persen;baterai positif
baterainya awet banget bisa dipake seharian, ga perlu lagi tuh bawa charger kemana-mana;baterai positif
ip 11 baterai than lama sih;baterai positif
waktu isi daya baterainya ip 11 lebih cepet dari ip x;baterai positif
baterainya awet dipake streaming lama lama haha;baterai positif
Apple bilang iPhone 11 iPhone 11 Pro dan iPhone 11 Pro Max memiliki masa pakai baterai sehari tapi tidak juga tuh masa pakai baterai saya kurang dari 24 jam.;baterai negatif
waktu isi daya baterai sampai penuh lama juga;baterai negatif
baterainya masih lebih awet yang ip 8 tuh daripada ip 11;baterai negatif
daya tahan baterainya masih jelek, kalah sama samsung;baterai negatif
aku ga ngerasa baterai hp ip 11 ini lebih awet dari ip seris lain sih, malah lebih boros;baterai negatif
baterainya ga tahan dipakai buat seharian harus isi ulang mulu;baterai negatif
dipake buat nge game ga tahan sih baterainya;baterai negatif
ga kuat sih baterainya kalau dipake seharian;baterai negatif
baterai nya ga kuat dipake lama lama;baterai negatif
cepet abis baterainya;baterai negatif
buat spesifikasinya yang keren banget harga ip 11 masih terjangkau si;harga positif
bole sih harga segitu, emang spesifikasi hp nya bagus juga;harga positif, spesifikasi positif
harganya masuk akal kok ga mahal, ip kan harganya rata-rata memang segitu;harga positif
murah lah segitu mah, secara kan dolar emang mahal di indo;harga positif
ternyata ip 11 murah, kiarain bakal lebih mahal lagi harganya wkwk;harga positif
ga mahal sih menurutku secara ada kualitas ada harga;harga positif
ya murah sih menurut gue, soalnya kan emang barang bermerek jadi ya wajar aja;harga positif
harga iphone 11 murah kok, gue beli ga nyampe 10 juta;harga positif
kirain harganya bakalan mahal banget ternyata engga mahal kok;harga positif
harganya cukup murah untuk ukuran iphone keluaran terbaru;harga positif
gila mahal amat harganya, ga sanggup belinya;harga negatif
harga ip 11 kemahalan, jual ginjal dulu kali ya;harga negatif
hp buat sultan doang ini mah, mahal bener;harga negatif
ga setimapal sih menurut gue harganya, kemahalan kalo cuma buat beli hp doang mending beli laptop sekalian;harga negatif
mahal banget satu hp doang seharga motor;harga negatif
mahal banget harganya, padahal modelnya keliatan lebih murah dari seris yang lain;harga negatif, general negatif
pengen nangis liat harganya;harga negatif
barang bermerek mahal ya;harga negatif
harganya ga masuk akal, bikin nangis;harga negatif
kemahalan sih menurutku, tapi mungkin emang nulai tukar rupiah sama dolar yang bikin tambah mahal;harga negatif
body nya bagus keliatan mewahnya;general positif
layarnya lebar, enak dipake;general positif
pilihan warnanya banyak banget, unik dan lucu lucu;general positif
gemes liat warnanya;general positif
iphone 11 warna kuning lucu;general positif
gue suka sih sama model ip 11 ini, keliatan fresh dan unik;general positif
ip 11 banyak banget pilihan warnanya, bagus semua;general positif
hpnya gede tapi enak sih jadinya liat ke layar;general positif
hpnya ringan ternyata ga berat-berat banget;general positif
ternyata bener anti air guys, gue rendem ga kenapa-kenapa;general positif
layarnya jelek banget, rentan retak meskipun ada pelindung layar.;general negatif
ga ada yang spesial dari design hpnya, ga begitu beda dari series yang lain;general negatif
kualitas speakernya jelek amat, padahal hp mahal;general negatif, harga negatif
layarnya gampang retak, harus pake pelindung sih;general negatif
model hpnya ga unik tuh, modelnya mirip yang seris xr;general negatif
model layarnya sama kaya seris lain, kesannya jadi keliatan jadul padahal keluaran baru;general negatif
modelnya kaya yang murahan;general negatif
layar bezelnya masih tebel kaya seris yang lama, ga enak liatanya;general negatif
dalam kardusnya cuma ada hp sama kabel doang, buat earpodnya harus beli terpisah;general negatif
warnanya jelek, ga keliatan mewah mirip hp murah;general negatif
layarnya udah ips ternyata, jadi lebih enak liatnya;spesifikasi positif
spesifikasinya keren, pake chip a13 yang katanya cpu dan gpu ponsel tercepat;spesifikasi positif
layarnya udah pake teknologi LiquidRetina LCD, jadinya keliatan lebih tajam dan jelas;spesifikasi positif
yang terlihat di layar kaya yang nyata banget, sumpah bagus banget ini spesifikasinya;spesifikasi positif
layarnya lebih sensitif dari seris yang lama, enak banget pakenya;spesifikasi positif
puas banget beli hp ip 11, walaupun mahal tapi spesifikasinya memuaskan;spesifikasi positif, harga negatif
layarnya lebar 6,1 inchi jadi enak di pake nonton dan main game;spesifikasi positif
audionya pake dolby guys, jadi suaranya jernih;spesifikasi positif
kualitas layarnya oke banget, tingkat kecerahannya ga bikin mata sakit walau lama-lama liat layar;spesifikasi positif
gpu nya bagus banget, ngalah grapisnya kenceng;spesifikasi positif
ga ada port buat headset, bikin ribet;spesifikasi negatif
ip 11 fitur pengamannya jelek banget, pengitai jari aja ga ada;spesifikasi negatif
ip 11 belom 5g, susah lagi deh nanti kalau di indo udah pada 5g;spesifikasi negatif
RAM nya ga ada yange lebih gede kah, dikit amat kasihnya, padahal hp mahal;spesifikasi negatif, harga negatif
belum bisa 5g hpnya, padahal harganya ga murah loh;spesifikasi negatif, harga negatif
ga ada radionya wkwk, dari dulu biasa denger radio jadi ga bisa deh gara-gara ganti hp;spesifikasi negatif
memori RAM nya kecil banget, gabisa pake banyak app sekaligus;spesifikasi negatif
layarnya masih pake IPS, ga setajam dan secerah OLED;spesifikasi negatif
tidak mendukung buat pake headset nih, ga ada portnya jadi memang harus beli earpod;spesifikasi negatif
kecewa sih spesifikasinya ga sekeren yang diharapkan;spesifikasi negatif
ganyesel deh beli iphone 11 kameranya bagus banget;kamera positif
iphone xr rada berat deh tapi untuk kameranya ada effect effect glowing gitu;kamera positif, general negatif
ganyesel deh beli iphone 11 kameranya bagus banget;kamera positif
suka banget iphone 11 pro kamera ultra wide nya;kamera positif
resolusinya sih kaya kamera slr;kamera positif
kenapa harus bagus banget nih kamera iphone;kamera positif
kameranya bikin jatuh cinta;kamera positif
natural banget nih kamera;kamera positif
iphone makin keatas makin keren kameranya;kamera positif
beli iphone karena suka kameranya haha;kamera positif
terlalu natural untuk muka ku yang jerawatan;kamera negatif
kameranya tetep tidak bikin muka glowing;kamera negatif
biasa aja asli kameranya;kamera negatif
beli iphone karena kamera doang juga masih banyak kali yang bagus;kamera negatif
jatoh pas dibagian kamera langsung pecah;kamera negatif
kameranya terlalu menonjol jadi kalo taro meja kaya tergesek;kamera negatif
kamera apa yang beda sih kaya sama aja;kamera negatif
terus aja tambah kameranya sampe 5 banyak bener;kamera negatif
biasa aja kameranya;kamera negatif
pori pori keliatan banget pake nih kamera;kamera negatif
kok aku merasa tidak boros ya baterainya iphone xr;baterai positif
cepet banget ke isi sih baterainya keren;baterai positif
wah makin irit ya baterainya;baterai positif
gila ganyangka baterainya cepet ke isi;baterai positif
wah udah pake sekian lama ternyata baterainya ga boros;baterai positif
seneng banget charge sebentar langsung penuh;baterai positif
lebih cepet penuh baterainya daripada iphone dibawah x;baterai positif
ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;baterai positif
salut sama baterai iphone xr cepet terisi dan ga boros;baterai positif
iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha;baterai positif, general positif
kata orang ga boros tapi kok tetep sih;baterai negatif
siapa yang bilang ga boros tetep boros tau;baterai negatif
kesel banget iphone tuh hp terboros ya soal baterai;baterai negatif
rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;baterai negatif
terimakasih baterai iphone membuat saya harus membawa charger terus;baterai negatif
sehari bisa berapa kali charge boros parah;baterai negatif
sudah setahun kirain bakal irit ternyata makin boros baterainya;baterai negatif
fitur bagus, warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;baterai negatif, general positif
menurut ku sih ya, udah harga mahal baterai boros lengkap sudah;baterai negatif, harga negatif
harusnya kalau makin canggih, baterai juga dong daya tahan nya lebih lama;baterai negatif
iphone berguna bagi kalangan remaja ya;general positif
fitur iphone selalu bikin ketagihan huaaa pgn beli iphone 11;general positif
lucu banget warna warnanya iphone 11 series;general positif
semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;general positif
bingung banget mau pilih warna apa bagus semua;general positif
yaAllah beri aku rejeki untuk membeli iphone 11 series pingin warna midnight keren banget;general positif
iphone 11 series warna ungu nya lucu banget;general positif
warna ungu ataupun yang midnight sama sama bagus, tapi jujur midnight lebih keren;general positif
kalo udah pake iphone 11 berasa mewah banget deh haha;general positif
buat nonton enak sih layarnya makin gede;general positif
rentan banget nih lamalama iphone gampang retak jatoh sekali;general negatif
kecewa lebih suka fitur sidik jari daripada face id;general negatif, spesifikasi negatif
makin gede aja iphone ditangan ye;general negatif
layarnya gampang retak;general negatif
kalo udah jatoh rentan banget retak;general negatif
mau pake pelindung juga tetep retak;general negatif
model nya makin gede;general negatif
kamera makin banyak, model nya itu aja;general negatif, kamera negatif
tolong modelnya bikin tangan gabisa pegang, gede banget;general negatif
sebel banget jatoh langsung lecet pinggirannya;general negatif
menurut ku sih sesuai ya harga dengan spesifikasinya;harga positif, spesifikasi positif
okelah harga segitu buat spesifikasi yang keren gini;harga positif, spesifikasi positif
kata orang mahal, tapi menurut ku ya ada harga ada kualitas;harga positif
iphone xr ga semahal apa yang gue kira haha;harga positif
wajar lah harga segitu, kalo buat wanita kamera nya hey keren banget;harga positif, kamera positif
iphone xr ga mahal kok, aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang;harga positif
iphone 11 masih murah sih segitu mah;harga positif
saya yang sudah lama menjadi iphone user, saat mengetahui harga iphone 11 ya normal emang segitu kan;harga positif
ga kaget sih liat harganya, sesuai lah gila sama spec nya;harga positif, spesifikasi positif
menurut saya wajar aja harga segitu buat iphone x series ataupun 11 series, karena target pasar nya iphone memang segitu;harga positif
jual ginjal ini mah iphone 11 series mahal ya;harga negatif
harga terjangkau buat yang kaya haha;harga negatif
menguras dompet banget ya harganya;harga negatif
bikin minder harganya;harga negatif
gabisa lebih mahal lagi woy iphone 11? mau beli tapi gila banget harganya;harga negatif
kenapa sih diatas 10 juta mulu harganya;harga negatif
udah canggih, harga ga canggih eh maksudnya mahal banget asli;harga negatif, general positif
wah aku kaget melihat harganya, rasa ingin menjadi sultan seketika biar bisa beli;harga negatif
mahal banget, letak murah nya dari segi apa sih buat yang bilang harganya murah;harga negatif
mana yang bilang harga nya murah, mahal banget woy gabisa liat ya;harga negatif
spesifikasinya bagus tapi harga bikin kantong kering terimakasih;spesifikasi positif, harga negatif
layarnya lebar banget jadi kalo main game enak;spesifikasi positif
jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;spesifikasi positif
suara jernih banget sih, kalo dengerin lagu kaya bass nya kerasa banget keren;spesifikasi positif
keren banget bisa mode gelap gitu;spesifikasi positif
sistem operasinya tidak diragukan lagi, jadi ga lemot kalo main game;spesifikasi positif
spesifikasi nya lancar sih kalo lagi menjalankan usaha online;spesifikasi positif
aku kira spesifikasinya bakal sama terus, ternyata ada aja yang bikin seneng buat punya iphone ini;spesifikasi positif
gapernah kerasa lemot buka tutup antar aplikasi;spesifikasi positif
gapernah ragu sama spesifikasinya;spesifikasi positif
masa udah gabisa pake headset yang colok, harus airpods bluetooth;spesifikasi negatif
iphone x series ataupun 11 series udah face id terus, padahal masih suka sidik jari;spesifikasi negatif
selalu berasa kurang woy pake ram nya, langsung penuh padahal kaya baru dikit install aplikasi nya;spesifikasi negatif
jadi aneh ketika udah gaada tombol tengah nya;spesifikasi negatif
kemana woy lubang headset nya;spesifikasi negatif
gini deh kalo memori cuman internal doang, langsung penuh;spesifikasi negatif
harga makin mahal, harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;spesifikasi negatif, harga negatif
spesifikasi nya biasa aja, belum bikin wah;spesifikasi negatif
harusnya fitur makin bertambah, malah ada yang dikurangin dan diganti malah jadi gimana gitu;spesifikasi negatif
memori RAM nya sih yang bikin maju mundur buat beli, merasa kurang;spesifikasi negatif
suka banget ih sama kameranya iphone x bagus banget aku jadi glowing glowing manja gitu;kamera positif
iphone 11 bagus sih kameranya cocok banget buat gua kalo mau hunting foto;kamera positif
iphone x cuma 2716 mAh tapi harganya sampe 10 juta lebih gak cocok banget sih;baterai negatif, harga negatif
RAM 3 GB doang nyesel beli iphone x gak bisa dipake buat main CODM;spesifikasi negatif
kalo gua sih tim iphone lah, bentuknya bagus aestetik, kameranya juga bagus gak kayak sumsang;general positif, kamera positif
denger denger sumsang sering meledak, ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;general positif
semenjak pake iphone 11 gaya dikit langsung cekrek, kameranya emang terbaik sih ini;kamera positif
haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis;kamera positif, baterai negatif
gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;general positif
kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih, terbaik lah iphone 11;spesifikasi positif, harga positif
dulu sebelum pake iphone gak pernah masuk fyp di tiktok, sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;kamera positif
kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus;harga negatif, spesifikasi positif
guys kalo kalian mau tau saya ngerekam pake kamera apa saya itu cuma pake kamera dari iphone 11 guys, beli deh kameranya bagus banget;kamera positif
masih bahas tentang iphone nih, kenapa gua suka banget iphone karena baterainya itu awet bagus banget guys cocok buat yang suka main hp seharian;baterai positif
halah anak iphone apa sih bagusnya iphone gue gak suka kameranya jelek, gak suka harganya mahal, gak suka bentuknya jelek ngikutin samsung, gak suka baterainya juga jelek, spesifikasinya apalagi duh gak suka deh;kamera negatif, harga negatif, general negatif, baterai negatif, spesifikasi negatif
iphone speakernya jelek ah gak suka kresek kresek gitu;general negatif
apaan nih iphone ih benci banget sama hp kayak gini masa chargernya baru sebulan udah rusak;baterai negatif
itu mah lu aja yang gak bisa ngerawat bro iphone gua chargernya bagus tuh malah awet juga;baterai positif
iphone hp berkelas, kameranya terbaik suka banget deh banyak juga youtuber yang pake iphone;kamera positif
kamera iphone tu bagus banget coy belom pernah kan lu berasa ganteng di foto haha;kamera positif
kamera iphone terbaik gak kayak samsung cuih;kamera positif
menurut gue iphone itu harganya lumayan mahal sih dan gak sesuai sama spesifikasinya yang kurang bagus;harga negatif, spesifikasi negatif
Layarnya terlalu kecil terus kameranya juga kurang bagus, gagal jadi artis tiktok deh ini mah dasar iphone;general negatif, kamera negatif
bun iphone harganya seperti bajingan;harga negatif
iphone baterainya sekarat iphone baterainya sekarat, mati lebih cepat mati lebih cepat;baterai negatif
terbaring tersentak tertawa tertawa dengan air mata mengingat bodohnya harga iphone dan kita yang masih saja beli;harga negatif
iphone beranjak bangkrut spesifikasi jauh dari seharusnya bagai bintang yang jatuh mati lebih cepat;spesifikasi negatif
speaker iphone menggonggong bak suara anjing bangsat;general negatif
bun aku masih tak mengerti iphone harga mahalnya berenang di kepala;harga negatif
aku masih ada sampai di sini pakai iphone susah setengah mati UI UX nya gak bisa diganti apa ah;general negatif
aku masih ada sampai di sini pakai iphone lemot setengah mati spesifikasinya parah banget dah;spesifikasi negatif
kau memang hp sedikit fitur bolehkah aku banting aja iphone kampret;general negatif
kau memang hp tak kasat rasa masang harga mahal gila iphone gak ngotak;harga negatif
tadi pagi aku masih menangis pada iphone yang harganya mahal naudzubillah;harga negatif
katanya mimpiku kan terwujud tapi fitur iphone itu mimpi buruk;general negatif
sempat berpikir masih bermimpi bertahun berlanjut pakai iphone warna mu yang memudar saksinya akhirnya aku ganti aja jelek amat sih ini iphone;general negatif
Lah ini RAM segini doang seriusan iphone nih jelek banget mending advan dah;spesifikasi negatif
iphone harga doang mahal jemput cewe depan gang;harga negatif
seriusan nih gak ada memori eksternalnya ya ampun hp macam apa ini buruk sekali;spesifikasi negatif
iphone 11 ni hp apa dumbell sih gua pake tiga hari bicep gua gede berat amat ah jelek;general negatif
ukurannya kegedan coy gak bisa masuk saku jelek banget dah ni hp;general negatif
hp jaman sekarang mah harusnya ada pemindai sidik jarinya lah ini iphone kok gak ada jelek banget dah;spesifikasi negatif
sekarang jamannya 5g boss iphone masa belom 5g sih kuno cacat;spesifikasi negatif
port buat headset gak ada di iphone jelek banget dah mending balik pake walkman;spesifikasi negatif
iphone kameranya penuh kepalsuan penipu munafik calon penghuni neraka bakar aja ni hp;kamera negatif
iphone gak cocok buat foto jarak dekat jadi fotonya harus dari jauh udah kayak hubungan kita yang jauh;kamera negatif
pada lebay banget sih sama kamera iphone padahal gitu doang biasa aja malah menurut gue kurang;kamera negatif
iphone kameranya gak bagus di tempat gelap gan;kamera negatif
iphone 11 bagus nih lucu warnanya;general positif
bagus sih lucu juga warnanya iphone 11;general positif
lucu banget bagus suka sama warna iphone 11;general positif
bentuknya bagus suka sama bentuk iphone;general positif
speaker nya mantap coy suaranya jernih keren iphone;general positif
layarnya jernih cocok buat nonton anime pake iphone;general positif
suka deh sama warna iphone x;general positif
termasuk murah sih harga iphone mah sesuai sama kualitas;harga positif
kualitas bagus harganya ya sesuai lah untuk iphone;harga positif
bagi gua sih iphone murah ya kualitas juga oke jadi harganya pas lah;harga positif
harga iphone emang udah paling pas;harga positif
murah kok harganya cuma nabung 3 bulan juga udah kebeli iphone;harga positif
kualitas oke harga juga pas mantap iphone;harga positif
cari hp berkualitas dan harga terjangkau ya iphone;harga positif
ayo buruan beli iphone mumpung harganya murah haha;harga positif
pas kok harga sama kualitas kalo untuk iphone;harga positif
ram bagus cpu bagus iphone mantap;spesifikasi positif
cpu bagus nih iphone;spesifikasi positif
iphone spesifikasinya bagus sih enak pakenya;spesifikasi positif
butuh spek bagus buat hp ya iphone;spesifikasi positif
mau hp spek bagus ya jelas iphone;spesifikasi positif
spesifikasi iphone bagus banget terbaik;spesifikasi positif
hp yang speknya bagus ya iphone lah;spesifikasi positif
iphone speknya lebih bagus daripada samsung;spesifikasi positif
iphone speknya bagus gak kayak hp lain;spesifikasi positif
kamera iphone burem mending dslr;kamera negatif
kamera iphone susah fokus jelek ah;kamera negatif
beli iphone karena kameranya tapi ternyata bikin kecewa;kamera negatif
kamera iphone mah jelek;kamera negatif
bagus baterai nya awet nih iphone;baterai positif
baterainya awet kok bagus juga iphone;baterai positif
baterai iphone awet kayak baterai abc;baterai positif
baterai bisa seharian kok bagus iphone;baterai positif
baterai terbaik ya iphone;baterai positif
baterai bagus dan awet ya cuma iphone;baterai positif
baterai awet nan bagus emang iphone doang sih;baterai positif
iphone emang baterainya terbaik sih;baterai positif
iphone baterai ampas cepet abis;baterai negatif
iphone baterainya kayak tai;baterai negatif
baterai iphone kayak anjing;baterai negatif
baterai iphone bangsat anjing tai babi;baterai negatif
baterai iphone boros bangsat;baterai negatif
ukurannya ideal banget jadi enak pas digenggam;general positif
cakep banget warna hp nya;general positif
layar nya enak dan nyaman buat nonton film atau youtube;general positif
buat main oke banget sih desainnya;general positif
desain iphone 11 ini emang bagus banget pantes banyak peminat;general positif
warna hitam nya cool banget;general positif
bisa dibilang iphone 11 ini ideal banget dari desain dan fitur nya;general positif
pilihan warna nya sangat menarik sampai bingung memilihnya;general positif
desain nya premium banget saya suka;general positif
bentuknya desainnya bagus banget simpel tapi keren;general positif
hp nya lumayan berat jadi gak bisa main permainan terlalu lama;general negatif
masalah iphone 11 tuh hp nya agak berat ya;general negatif
agak kurang sih menurut saya layar nya;general negatif
menurut saya kegedean sih layarnya;general negatif
ukurannya gede jadi gak bisa masuk saku;general negatif
menyesal beli iphone 11 sebab super berat untuk tangan saya;general negatif
desain hp nya mengkilap jadi gampang keliatan kalau ada lecet;general negatif
poni di atas layar mengganggu banget;general negatif
lebih suka android dah daripada iphone;general negatif
iphone tuh terlalu eksklusif jadi susah nyambung kemanamana ga kaya android;general negatif
wajar sih harga segini karena emang bagus banget;harga positif
gak menyesal beli iphone dengan harga segitu;harga positif
harganya wajar itung itung investasi;harga positif
asli emang bener hp ini sesuai dengan harganya mantap emang;harga positif
harga nya setimpal untuk pemakaian jangka lama;harga positif
iPhone X kini jauh lebih murah;harga positif
harga iphone x sudah lebih terjangkau;harga positif
gue tiap tahun beli iphone tapi isi dompet gue masih aman ko;harga positif
puas banget sih harga segini apalagi dipake buat bisnis ga lemot;harga positif
menurut gue harga iphone tuh sesuai sama kualitasnya;harga positif
harganya lumayan mahal sih untuk rakyat jelata kaya aku;harga negatif
emang mahal sih hp dengan harga segini;harga negatif
harganya masih tetap mahal walaupun varian termurah;harga negatif
ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;harga negatif
nabung satu abad baru bisa beli iphone 11;harga negatif
harga iphone x sulit diterima akal;harga negatif
iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x;harga negatif
harganya mahal bikin ciut untuk membeli;harga negatif
salah satu kelemahannya adalah harganya yang sangat mahal;harga negatif
kapan lagi coba gua jual ginjal demi boba alias iphone11;harga negatif
speknya mantap banget main pubg ga lemot;spesifikasi positif
sistem operasinya bagus banget;spesifikasi positif
speknya bagus jadi enak banget buat main game dan buat kerja;spesifikasi positif
suka banget ios pasti premium kualitasnya;spesifikasi positif
puas banget sistem operasinya lebih kencang dan bebas hambatan;spesifikasi positif
operasinya lancar banget membantu bisnis saya;spesifikasi positif
sistem operasi nya nyaman banget dipake dan ga lemot;spesifikasi positif
selalu lancar jaya dan nyaman banget gak pernah lemot;spesifikasi positif
performa iphone x mumpuni banget gak usah diragukan lagi;spesifikasi positif
spesifikasi iphone x lebih unggul dari segi performa;spesifikasi positif
kecewa karena gak ada pemindai sidik jari;spesifikasi negatif
RAM kecil banget kapasitasnya;spesifikasi negatif
ya sayangnya kaga ada memori eksternal;spesifikasi negatif
kecewa banget beberapa fitur dihilangkan oleh iphone;spesifikasi negatif
kenapa kalo mau upgrade storage di icloud harus bayar;spesifikasi negatif
gaada tempat buat sd card ga kaya android;spesifikasi negatif
ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;spesifikasi negatif
kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;spesifikasi negatif
sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;spesifikasi negatif
tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;spesifikasi negatif
kamera nya cepet banget autofokus keren banget deh;kamera positif
hasil fotonya lebih bagus daripada versi sebelumnya;kamera positif
keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;kamera positif
Wow bisa bikin video keren pake kamera depan;kamera positif
hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;kamera positif
kamera nya keren abis;kamera positif
buat foto jarak jauh mantap banget ga burem sama sekali;kamera positif
kalo soal kamera gak usah ragu lagi sama iphone;kamera positif
hasil foto udah kaya pake kamera level profesional;kamera positif
kameranya super bagus hasilnya kaya dilihat pake mata langsung;kamera positif
kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kamera negatif
banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;kamera negatif
ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;kamera negatif
gampang lecet kamera nya;kamera negatif
