Tweet;Tweet_Parsed;True_Label;Pred_Label
kesel banget iphone tuh hp terboros ya soal baterai;kesel sekali tuh terboros baterai;baterai negatif;baterai positif
rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;pingin baterai seirit nokia tetep boros sekali asli;baterai negatif;baterai positif
terimakasih baterai iphone membuat saya harus membawa charger terus;terimakasih baterai harus membawa charger;baterai negatif;baterai positif
fitur bagus, warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;fitur bagus warna lucunya menggiurkan baterai harus dipikirkan ketahanannya;baterai negatif,general positif;general positif,baterai positif
menurut ku sih ya, udah harga mahal baterai boros lengkap sudah;ku udah harga mahal baterai boros lengkap;baterai negatif,harga negatif;harga negatif,baterai negatif
semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;semenjak teman teman ku meminjam foto foto;general positif;kamera positif
bingung banget mau pilih warna apa bagus semua;bingung sekali pilih warna bagus;general positif;general negatif
kecewa lebih suka fitur sidik jari daripada face id;kecewa lebih suka fitur sidik jari face id;general negatif,spesifikasi negatif;general positif
makin gede aja iphone ditangan ye;makin besar ditangan;general negatif;general positif
mau pake pelindung juga tetep retak;pelindung tetep retak;general negatif;general positif
model nya makin gede;model makin besar;general negatif;general positif
kamera makin banyak, model nya itu aja;kamera makin model;general negatif,kamera negatif;kamera negatif
tolong modelnya bikin tangan gabisa pegang, gede banget;modelnya tangan gabisa pegang besar sekali;general negatif;general positif
okelah harga segitu buat spesifikasi yang keren gini;okelah harga segitu spesifikasi keren;harga positif,spesifikasi positif;spesifikasi positif,harga positif
kata orang mahal, tapi menurut ku ya ada harga ada kualitas;orang mahal ku harga kualitas;harga positif;harga negatif
iphone xr ga semahal apa yang gue kira haha;xr tidak semahal gue;harga positif;general negatif
wajar lah harga segitu, kalo buat wanita kamera nya hey keren banget;wajar harga segitu wanita kamera hey keren sekali;harga positif,kamera positif;kamera positif,harga positif
iphone xr ga mahal kok, aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang;xr tidak mahal beli kayanya tidak sampe juta juta kurang;harga positif;harga negatif
iphone 11 masih murah sih segitu mah;masih murah segitu mah;harga positif;harga positif,baterai positif
saya yang sudah lama menjadi iphone user, saat mengetahui harga iphone 11 ya normal emang segitu kan;lama pengguna harga normal segitu;harga positif;harga negatif
ga kaget sih liat harganya, sesuai lah gila sama spec nya;tidak kaget liat harganya sesuai sekali spesifikasi;harga positif,spesifikasi positif;harga negatif,spesifikasi positif
jual ginjal ini mah iphone 11 series mahal ya;jual ginjal mah series mahal;harga negatif;harga negatif,baterai positif
harga terjangkau buat yang kaya haha;harga terjangkau kaya;harga negatif;harga positif
bikin minder harganya;minder harganya;harga negatif;harga positif
kenapa sih diatas 10 juta mulu harganya;diatas juta mulu harganya;harga negatif;harga positif
udah canggih, harga ga canggih eh maksudnya mahal banget asli;udah canggih harga tidak canggih eh maksudnya mahal sekali asli;harga negatif,general positif;harga negatif
wah aku kaget melihat harganya, rasa ingin menjadi sultan seketika biar bisa beli;wah kaget harganya ingin sultan seketika biar bisa beli;harga negatif;harga positif
layarnya lebar banget jadi kalo main game enak;layarnya lebar sekali main game enak;spesifikasi positif;general positif
jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;jelas sekali layarnya mulus sekali jernih sekali nonton kaya nonton bioskop;spesifikasi positif;general positif
suara jernih banget sih, kalo dengerin lagu kaya bass nya kerasa banget keren;suara jernih sekali dengerin lagu kaya bass kerasa sekali keren;spesifikasi positif;general positif
keren banget bisa mode gelap gitu;keren sekali bisa mode gelap;spesifikasi positif;general positif
sistem operasinya tidak diragukan lagi, jadi ga lemot kalo main game;sistem operasinya tidak diragukan tidak lambat main game;spesifikasi positif;spesifikasi negatif
gapernah kerasa lemot buka tutup antar aplikasi;gapernah kerasa lambat buka tutup aplikasi;spesifikasi positif;general negatif
gapernah ragu sama spesifikasinya;gapernah ragu spesifikasinya;spesifikasi positif;spesifikasi negatif
masa udah gabisa pake headset yang colok, harus airpods bluetooth;udah gabisa headset colok harus airpods bluetooth;spesifikasi negatif;general positif
iphone x series ataupun 11 series udah face id terus, padahal masih suka sidik jari;series series udah face id masih suka sidik jari;spesifikasi negatif;general positif
jadi aneh ketika udah gaada tombol tengah nya;aneh udah tidak tombol;spesifikasi negatif;general negatif
kemana woy lubang headset nya;kemana woy lubang headset;spesifikasi negatif;general positif
gini deh kalo memori cuman internal doang, langsung penuh;memori cuman internal langsung penuh;spesifikasi negatif;spesifikasi positif
harga makin mahal, harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;harga makin mahal harusnya mendukung g biar indonesia udah masuk g tidak ganti;spesifikasi negatif,harga negatif;harga negatif
spesifikasi nya biasa aja, belum bikin wah;spesifikasi biasa belum wah;spesifikasi negatif;spesifikasi positif
harusnya fitur makin bertambah, malah ada yang dikurangin dan diganti malah jadi gimana gitu;harusnya fitur makin bertambah malah dikurangin diganti malah gimana;spesifikasi negatif;general negatif
iphone x cuma 2716 mAh tapi harganya sampe 10 juta lebih gak cocok banget sih;cuma mah harganya sampe juta lebih tidak cocok sekali;baterai negatif,harga negatif;baterai positif,harga positif
kalo gua sih tim iphone lah, bentuknya bagus aestetik, kameranya juga bagus gak kayak sumsang;tim bentuknya bagus aestetik kameranya bagus tidak kayak sumsang;general positif,kamera positif;kamera positif
denger denger sumsang sering meledak, ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;denger denger sumsang meledak iyalah kualitas sumsang mah tidak apanya dibanding lebih bagus diliat aspek;general positif;baterai negatif
haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis;iya kameranya terbaik tidak suka baterainya cepat abis;kamera positif,baterai negatif;kamera negatif,baterai positif
gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;sekali tidak nyangka sekali dibeliin bebeb warnanya ungu bagus suka;general positif;general negatif
kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih, terbaik lah iphone 11;diliat spesifikasinya bagus mah harganya masih normal terbaik;spesifikasi positif,harga positif;spesifikasi positif,harga positif,baterai positif
dulu sebelum pake iphone gak pernah masuk fyp di tiktok, sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;tidak masuk fyp tiktok langsung fyp kameranya bagus bisa memunculkan kecantikan sejati;kamera positif;kamera negatif
halah anak iphone apa sih bagusnya iphone gue gak suka kameranya jelek, gak suka harganya mahal, gak suka bentuknya jelek ngikutin samsung, gak suka baterainya juga jelek, spesifikasinya apalagi duh gak suka deh;halah anak bagusnya gue tidak suka kameranya jelek tidak suka harganya mahal tidak suka bentuknya jelek ngikutin samsung tidak suka baterainya jelek spesifikasinya tidak suka;kamera negatif,harga negatif,general negatif,baterai negatif,spesifikasi negatif;kamera negatif,harga negatif,baterai negatif,spesifikasi negatif
itu mah lu aja yang gak bisa ngerawat bro iphone gua chargernya bagus tuh malah awet juga;mah tidak bisa ngerawat chargernya bagus tuh malah awet;baterai positif;baterai negatif
menurut gue iphone itu harganya lumayan mahal sih dan gak sesuai sama spesifikasinya yang kurang bagus;gue harganya lumayan mahal tidak sesuai spesifikasinya kurang bagus;harga negatif,spesifikasi negatif;harga positif,spesifikasi positif
Layarnya terlalu kecil terus kameranya juga kurang bagus, gagal jadi artis tiktok deh ini mah dasar iphone;layarnya kecil kameranya kurang bagus gagal artis tiktok mah dasar;general negatif,kamera negatif;general negatif,kamera negatif,baterai positif
bun iphone harganya seperti bajingan;bun harganya;harga negatif;harga positif
iphone baterainya sekarat iphone baterainya sekarat, mati lebih cepat mati lebih cepat;baterainya sekarat baterainya sekarat mati lebih cepat mati lebih cepat;baterai negatif;baterai positif
terbaring tersentak tertawa tertawa dengan air mata mengingat bodohnya harga iphone dan kita yang masih saja beli;terbaring tersentak tertawa tertawa air mata bodohnya harga masih beli;harga negatif;harga positif
Lah ini RAM segini doang seriusan iphone nih jelek banget mending advan dah;ram segini seriusan jelek sekali lebih baik advan;spesifikasi negatif;spesifikasi positif
hp jaman sekarang mah harusnya ada pemindai sidik jarinya lah ini iphone kok gak ada jelek banget dah;jaman mah harusnya pemindai sidik jarinya tidak jelek sekali;spesifikasi negatif;baterai negatif
sekarang jamannya 5g boss iphone masa belom 5g sih kuno cacat;jamannya g boss belom g kuno cacat;spesifikasi negatif;general negatif
port buat headset gak ada di iphone jelek banget dah mending balik pake walkman;port headset tidak jelek sekali lebih baik walkman;spesifikasi negatif;general positif
iphone gak cocok buat foto jarak dekat jadi fotonya harus dari jauh udah kayak hubungan kita yang jauh;tidak cocok foto jarak fotonya harus udah kayak hubungan;kamera negatif;kamera positif
termasuk murah sih harga iphone mah sesuai sama kualitas;murah harga mah sesuai kualitas;harga positif;baterai positif,harga positif
kamera iphone burem mending dslr;kamera burem lebih baik dslr;kamera negatif;kamera positif
kamera iphone mah jelek;kamera mah jelek;kamera negatif;baterai negatif,kamera positif
iphone baterai ampas cepet abis;baterai ampas cepat abis;baterai negatif;baterai positif
layar nya enak dan nyaman buat nonton film atau youtube;layar enak nyaman nonton film youtube;general positif;general positif,kamera positif
menurut saya kegedean sih layarnya;kegedean layarnya;general negatif;general positif
ukurannya gede jadi gak bisa masuk saku;ukurannya besar tidak bisa masuk saku;general negatif;general positif
lebih suka android dah daripada iphone;lebih suka android;general negatif;general positif
gak menyesal beli iphone dengan harga segitu;tidak menyesal beli harga segitu;harga positif;harga negatif
harga nya setimpal untuk pemakaian jangka lama;harga setimpal pemakaian jangka lama;harga positif;harga negatif
gue tiap tahun beli iphone tapi isi dompet gue masih aman ko;gue beli isi dompet gue masih aman;harga positif;general positif
puas banget sih harga segini apalagi dipake buat bisnis ga lemot;puas sekali harga segini bisnis tidak lambat;harga positif;harga negatif
harganya lumayan mahal sih untuk rakyat jelata kaya aku;harganya lumayan mahal rakyat jelata kaya;harga negatif;harga positif
ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;tidak sanggup beli cuma bisa liat ulasannya;harga negatif;general negatif
nabung satu abad baru bisa beli iphone 11;nabung abad bisa beli;harga negatif;general positif
harga iphone x sulit diterima akal;harga sulit diterima akal;harga negatif;harga positif
iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x;masih kemahalan sekali kualitasnya tidak beda;harga negatif;general negatif
kapan lagi coba gua jual ginjal demi boba alias iphone11;coba jual ginjal boba alias;harga negatif;general positif
speknya mantap banget main pubg ga lemot;speknya mantap sekali main pubg tidak lambat;spesifikasi positif;spesifikasi negatif
operasinya lancar banget membantu bisnis saya;operasinya lancar sekali membantu bisnis;spesifikasi positif;general positif
sistem operasi nya nyaman banget dipake dan ga lemot;sistem operasi nyaman sekali tidak lambat;spesifikasi positif;spesifikasi negatif
selalu lancar jaya dan nyaman banget gak pernah lemot;lancar jaya nyaman sekali tidak lambat;spesifikasi positif;general negatif
performa iphone x mumpuni banget gak usah diragukan lagi;performa mumpuni sekali tidak diragukan;spesifikasi positif;spesifikasi negatif
kecewa karena gak ada pemindai sidik jari;kecewa tidak pemindai sidik jari;spesifikasi negatif;general negatif
kecewa banget beberapa fitur dihilangkan oleh iphone;kecewa sekali fitur dihilangkan;spesifikasi negatif;general negatif
kenapa kalo mau upgrade storage di icloud harus bayar;upgrade storage icloud harus bayar;spesifikasi negatif;harga positif
gaada tempat buat sd card ga kaya android;tidak sd card tidak kaya android;spesifikasi negatif;general negatif
ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;ribet sekali harus splitter gabisa charge dengerin lagu bersamaan;spesifikasi negatif;baterai negatif
kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;pemindai sidik jarinya diilangin masker mulu ribet pemindai wajah;spesifikasi negatif;general negatif
sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;tuh ukuran ram segede semut;spesifikasi negatif;general positif,spesifikasi positif
buat foto jarak jauh mantap banget ga burem sama sekali;foto jarak mantap sekali tidak burem sekali;kamera positif;kamera negatif
kalo soal kamera gak usah ragu lagi sama iphone;kamera tidak ragu;kamera positif;kamera negatif
kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;foto jarak kurang bagus lensa kamera;kamera negatif;kamera positif
banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;ngeluh bentuk kamera kaya minuman bubble milk tea;kamera negatif;kamera positif,general positif
kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera ip tuh hasil fotonya tuh warnanya lebih kuning aneh;kamera negatif;general negatif,kamera positif
hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;hasil foto kurang bagus tidak cahaya matahari;kamera negatif;kamera positif
bagusan kamera samsung kemanamana daripada iphone x;bagusan kamera samsung kemanamana;kamera negatif;kamera positif
kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera swafoto kurang mantap autofokusnya;kamera negatif;kamera positif
tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;tingkat eksposur kamera ip kurang sempurna dibandingkan samsung;kamera negatif;kamera positif
kalo foto didalem ruangan hasilnya kurang mantap nih;foto didalem ruangan hasilnya kurang mantap;kamera negatif;kamera positif
baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai gue masih aman walaupun sepuluh jam nonton video;baterai positif;baterai positif,kamera positif
lumayan awet sih baterenya dipake main pubg berjam jam;lumayan awet baterenya main pubg berjam jam;baterai positif;general positif
gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;gue tepuk tangan batere peningkatan dibanding versi;baterai positif;general positif
baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterenya tidak seburuk orangorang elu pakenya jangan jorok;baterai positif;general negatif
baterenya awet sih ga cepet kembung gitu;baterenya awet tidak cepat kembung;baterai positif;general positif
batere iphone tuh jelek banget;batere tuh jelek sekali;baterai negatif;general negatif
batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;batere tidak seawet samsung covid main boros sekali;baterai negatif;general negatif
mewah yang ga lebay gitu nih ip11 asik;mewah tidak lebay ip asik;general positif;general negatif
saatnya beralih ke ip11, bye handphone lama;beralih ip bye handphone lama;general positif;general negatif
ga suka ah mending beli merk lain aja;tidak suka ah lebih baik beli merk;general negatif;general positif
desainnya masih sama aja kaya yg sebelum sebelumnya bosan;desainnya masih kaya bosan;general negatif;general positif
buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;apasih make sistem operasinya ribet tidak biasa pakai;general negatif;spesifikasi negatif
yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;yaampun ip tidak charger tidak earphone hft sekali;general negatif;baterai negatif
kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;charger earphonenya tidak include spesifikasi mantep part cukup tidak;general negatif;baterai negatif,spesifikasi positif
harganya affordabe banget buat experience yg luar biasa;harganya affordabe sekali experience biasa;harga positif;harga negatif
harganya okelah ya buat spesifikasi kaya gini;harganya okelah spesifikasi kaya;harga positif;spesifikasi positif,harga positif
terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;terjangkau gue harganya sesuai spesifikasi;harga positif;harga positif,spesifikasi positif
harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harganya tidak mahal utnuk kualitas sebagus bilang mahal tidak mampu beli;harga positif;harga negatif
iphone11, harganya sesuai kok sama spesifikasi dan produknya;harganya sesuai spesifikasi produknya;harga positif;harga positif,spesifikasi positif
harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harganya sesuai tidak menyesal gais;harga positif;harga negatif
apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;harganya gabisa lebih murah sebagus apasih harganya segitu sekali;harga negatif;harga positif
mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;lebih baik beli produk harganya lebih terjangkau kualitasnya tidak kalah;harga negatif;harga positif
ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;tidak heran mantap iosnya make terbaru;spesifikasi positif;general positif
suka banget sama spesifikasinya ga nyesel beli;suka sekali spesifikasinya tidak menyesal beli;spesifikasi positif;spesifikasi negatif
pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;pilihan ram dikit sekali harusnya bisa lebih bervariasi;spesifikasi negatif;spesifikasi positif
kenapa ram nya cuma 4gb pengen yang lebih;ram cuma gb lebih;spesifikasi negatif;spesifikasi positif
spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasinya masih kurang gue harganya mahal;spesifikasi negatif;spesifikasi negatif,harga negatif
masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;tidak fitur nfc harga mahal tidak fitur tren;spesifikasi negatif;harga negatif
belum support 5g masih jelek;belum mendukung g masih jelek;spesifikasi negatif;general positif
belum ada fitur buat usb type c huh masih jelek;belum fitur usb type c huh masih jelek;spesifikasi negatif;general negatif
apple ga up to date, masa belum support 5g sih;tidak date belum mendukung g;spesifikasi negatif;general positif
yah masih 4g coy, gausah dibeli lah, masih jelek;masih g coy gausah dibeli masih jelek;spesifikasi negatif;general negatif
fitur autofokusnya cakep banget cuy;fitur autofokusnya bagus sekali cuy;kamera positif;general positif
fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;fitur night mode lumayan sekali jepret jepret malem malem;kamera positif;general positif
semenjak pake ip11 makin suka selfie deh kameranya bagus haha;semenjak ip makin suka foto kameranya bagus;kamera positif;kamera negatif
ga salah beli nih, kameranya gue suka;tidak salah beli kameranya gue suka;kamera positif;kamera negatif
noise banget asli kalo dipake foto indoor malem malem, jelek;noise sekali asli foto indoor malem malem jelek;kamera negatif;kamera positif
kameranya masih jelek, masih banyak handphone murah yang kameranya good;kameranya masih jelek masih handphone murah kameranya good;kamera negatif;kamera negatif,harga positif
chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;chipset mantap sekali hemat baterai;baterai positif;spesifikasi positif,baterai positif
iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;chipset terkuat tercepat sangat hemat baterai;baterai positif;spesifikasi positif,baterai positif
buat iphone 11 ini apple udah mengembangkan teknologi khusus yang bisa menekan pengonsumsian baterai jadi sepertinya jauh lebih hemat dari produk sebelumnya;udah mengembangkan teknologi khusus bisa menekan pengonsumsian baterai lebih hemat produk;baterai positif;baterai negatif
ip11 ini punya teknologi yang bisa menekan penggunaan daya sistem jadi walaupun kapasitasnya sedikit baterainya cukup tahan lama lho;ip teknologi bisa menekan penggunaan daya sistem walaupun kapasitasnya sedikit baterainya cukup tahan lama lho;baterai positif;baterai negatif,spesifikasi negatif
udah coba pake handphone ini seharian tanpa ngecharge waw juga sama kemampuan konsumsi dayanya yg lebih kecil;udah coba handphone seharian tanpa charge waw kemampuan konsumsi dayanya lebih kecil;baterai positif;baterai negatif
ga keren banget masa charger bawaannya belum fast charging;tidak keren sekali charger bawaannya belum cepat charger;baterai negatif;baterai positif
yaelah belum fast charging, lama nih kalo ngecharge pake charger bawaan, masa kudu beli charger yg lain lagi sih;yaelah belum cepat charger lama charge charger bawaan kudu beli charger;baterai negatif;baterai positif
udah mahal begini masa chargernya blm fast charging sih, kecewa dah;udah mahal chargernya belum cepat charger kecewa;baterai negatif;harga negatif,baterai positif
kapasitas baterainya masih kalah dibanding produk lain yang lebih murah;kapasitas baterainya masih kalah dibanding produk lebih murah;baterai negatif;baterai negatif,harga positif
