Tweet;Tweet_Parsed;True_Label;Pred_Label
kadang IOS nya suka ngefek ga baik buat aplikasinya;kadang ios suka ngefek tidak aplikasinya;spesifikasi negatif;spesifikasi positif
fitur sidik jari dihapus kan jadi ribet;fitur sidik jari dihapus ribet;spesifikasi negatif;general negatif
sebel banget tombol tengahnya dihilangkan;sebel tombol tengahnya dihilangkan;spesifikasi negatif;general negatif
sebel banget lubang audio nya gaada;sebel lubang audio tidak;spesifikasi negatif;general negatif
fitur-fiturnya banyak diganti nih jadi agak ribet;fitur fiturnya diganti agak ribet;spesifikasi negatif;general negatif
belum 5g nih, masih aja 4g;belum g g;spesifikasi negatif;general positif
dijamin gabakal nyesel deh beli iphone dengan harga segitu;dijamin gabakal nyesel deh beli harga segitu;harga positif;harga negatif
harga segitu buat iphone mah ga mahal;harga segitu mah tidak mahal;harga positif;baterai negatif,harga positif
sumpah udah berapa kali beli ga pernah nyesel sama harga segitu;udah beli tidak nyesel harga segitu;harga positif;harga negatif
jual ginjal dulu apa ya buat beli ip 11 pro;jual ginjal beli;harga negatif;general positif
nabung berapa tahun ya buat beli ip 11;nabung beli;harga negatif;general negatif
bikin dompet kering nih beli iphone;dompet kering beli;harga negatif;general negatif
sumpah ya mahal banget harganya;mahal harganya;harga negatif;harga positif
udah minder duluan nih lihat harganya;udah minder duluan lihat harganya;harga negatif;harga positif
harganya tinggi banget udah deh liat ulasannya aja;harganya udah deh liat ulasannya;harga negatif;harga positif
mau nangis aja deh liat harganya;suka deh liat harganya;harga negatif;harga positif
Kamera iphone 11 sedikit lebih bagus dibanding pesaingnya dan untuk kualitas hasil jepretannya juga oke;kamera sedikit lebih bagus dibanding pesaingnya kualitas hasil jepretannya oke;Kamera positif;kamera positif
Ngga suka sekali warna merah buat iphone 11;ngga suka warna merah;General negatif;general positif
Baterai iphone x dan 11 ngga ada bedanya, sangat boros;baterai ngga bedanya boros;Baterai negatif;baterai negatif
Sangat lucu yang warna kuning, jadi pengen beli iphone 11;bagus warna kuning pengen beli;General positif;general negatif
Dari segi harga emang keduanya sama mahalnya tapi kualitas kamera tetep ip 11 dihati;segi harga mahalnya kualitas kamera tetep dihati;Harga negatif, kamera positif;harga negatif,kamera positif
Hasil jepretan kamera iphone X biasa aja;hasil jepretan kamera biasa;Kamera negatif;kamera positif
Spek ip X dan 11 ngga beda jauh, biasa aja ngga terlalu hebat;spek ngga beda biasa ngga hebat;Spesifikasi negatif;general negatif
Nyesel buru-buru beli iphone X yang akhirnya spesifikasinya sama aja kayak iphone 11 wkwk;nyesel buru buru beli spesifikasinya kayak;Spesifikasi negatif;general negatif
Charger iphone dari dulu ngga pernah awet, selalu mudah rusak;charger ngga awet mudah rusak;Baterai negatif;baterai positif
Daya tahan baterai iphone 11 sedikit lebih baik dibanding ip X;daya tahan baterai sedikit lebih dibanding;Baterai positif;baterai positif
Ukuran iphone 11 besar banget untuk ditangan, agak kurang nyaman;ukuran ditangan agak kurang nyaman;General negatif;general positif
Harga oke lah untuk iphone 11 masih masuk sama isi kantong;harga oke masuk isi kantong;Harga positif;harga positif
Iphone 11 varian warnanya lebih banyak dibanding iphone X, kayaknya beli ip 11 aja deh lebih layak;varian warnanya lebih dibanding kayaknya beli deh lebih layak;General positif;general negatif
Iphone X ngga kalah keren kok sama iphone 11 dari segi kamera dan spesifikasi;ngga kalah keren segi kamera spesifikasi;Kamera positif, spesifikasi positif;kamera negatif
Speaker iphone X kenapa jelek banget ya kayak agak mendelep gitu;speaker jelek kayak agak mendelep;General negatif;general negatif
Hasil video di iphone 11 bagus banget. Suka banget parah;hasil video bagus suka parah;Kamera positif;kamera positif
Kecepatan charging iphone 11 lebih cepat dibanding ip X, padahal casannya sama aja. Tapi okelah...;kecepatan charger lebih cepat dibanding casannya okelah;Baterai positif;baterai positif
Desain kamera iphone 11 kenapa begitu sih, cuma 2 aja tapi dikotakin jadi keliatan aneh;desain kamera cuma dikotakin keliatan aneh;Kamera negatif;general positif,kamera negatif
Iphone 11 iOS nya terbaru, ngga sabar nunggu keluar. Udah liat previewnya, bagus sangat.;ios terbaru ngga sabar nunggu keluar udah liat previewnya bagus;Spesifikasi positif;spesifikasi positif
RAM ip 11 lebih oke 1 Gb dibanding ip X, langsung gas beli;ram lebih oke gb dibanding langsung gas beli;Spesifikasi positif;spesifikasi positif
gila night mode iphone 11 ga abis pikir keren abis;night mode tidak abis pikir keren abis;kamera positif;general negatif
pake iphone 11 sekarang ga perlu lagi dong susah-susah cari tempat terang buat poto lo mau poto di tempat segelapa apa juga hasilnya jadi terang wkwk;tidak susah susah cari terang poto lo poto segelapa hasilnya terang;kamera positif;general negatif
hari ini mau keluar buat beli sayur sekalian coba kamera hp baru ku dan ternyata hasilnya ga mengecewakan;keluar beli sayur coba kamera ku hasilnya tidak mengecewakan;kamera positif;kamera negatif
gambar jepretan ip 11 pro resolusinya ga main-main;gambar jepretan resolusinya tidak main main;kamera positif;kamera negatif
saya terkesan dengan hasil night mode ip 11;terkesan hasil night mode;kamera positif;general positif
harganya mahal sih tapi ga apa-apa kameranya emang juara;harganya mahal tidak kameranya juara;kamera positif, harga negatif;harga negatif,kamera positif
keluar malem pengen coba night mode ip 11 pro hasilnya cakep banget;keluar malem pengen coba night mode hasilnya bagus;kamera positif;general negatif
hasil potonya ga sebanding sama harganya;hasil potonya tidak sebanding harganya;kamera negatif;harga negatif
selfie kameranya ga bagus buat di tempat gelap;foto kameranya tidak bagus gelap;kamera negatif;kamera positif
kualitas kameranya ga sebanding harga;kualitas kameranya tidak sebanding harga;kamera negatif;kamera positif,harga negatif
kurang bagus sih kameranya, kalau diliat dari harganya yang mahal ga setimpal banget;kurang bagus kameranya diliat harganya mahal tidak setimpal;kamera negatif, harga negatif;kamera negatif,harga negatif
baterai ip 11 paling bagus sih dari ip seris yang lain;baterai bagus seris;baterai positif;baterai negatif
baterai nya tahan lama banget nonton video berjam-jam tetap awet;baterai tahan nonton video berjam jam awet;baterai positif;baterai negatif,kamera positif
Sudah menggunakan 11 selama 2 bulan sekarang, saya rasa baterainya sangat bagus.;baterainya bagus;baterai positif;baterai negatif
aku biasa main hp dari jam 9 pagi dan sampai jam 11 malem bahkan baterainya ga habis sampai 50 persen;biasa main jam pagi jam malem baterainya tidak habis persen;baterai positif;baterai negatif
baterainya awet banget bisa dipake seharian, ga perlu lagi tuh bawa charger kemana-mana;baterainya awet bisa seharian tidak tuh bawa charger kemana;baterai positif;baterai negatif
ip 11 baterai than lama sih;baterai;baterai positif;baterai negatif
waktu isi daya baterainya ip 11 lebih cepet dari ip x;waktu isi daya baterainya lebih cepat;baterai positif;baterai negatif
baterainya masih lebih awet yang ip 8 tuh daripada ip 11;baterainya lebih awet tuh;baterai negatif;baterai positif
daya tahan baterainya masih jelek, kalah sama samsung;daya tahan baterainya jelek kalah samsung;baterai negatif;baterai positif
bole sih harga segitu, emang spesifikasi hp nya bagus juga;bole harga segitu spesifikasi bagus;harga positif, spesifikasi positif;harga positif
harganya masuk akal kok ga mahal, ip kan harganya rata-rata memang segitu;harganya masuk akal tidak mahal harganya segitu;harga positif;harga negatif
murah lah segitu mah, secara kan dolar emang mahal di indo;murah segitu mah dolar mahal indo;harga positif;harga negatif,baterai positif
ga mahal sih menurutku secara ada kualitas ada harga;tidak mahal menurutku kualitas harga;harga positif;harga negatif
ya murah sih menurut gue, soalnya kan emang barang bermerek jadi ya wajar aja;murah gue barang bermerek wajar;harga positif;harga negatif
harganya cukup murah untuk ukuran iphone keluaran terbaru;harganya cukup murah ukuran keluaran terbaru;harga positif;harga negatif,general positif
gila mahal amat harganya, ga sanggup belinya;mahal harganya tidak sanggup belinya;harga negatif;harga positif
harga ip 11 kemahalan, jual ginjal dulu kali ya;harga kemahalan jual ginjal;harga negatif;harga positif
hp buat sultan doang ini mah, mahal bener;sultan mah mahal;harga negatif;harga positif,baterai positif
mahal banget satu hp doang seharga motor;mahal seharga motor;harga negatif;harga positif
mahal banget harganya, padahal modelnya keliatan lebih murah dari seris yang lain;mahal harganya modelnya keliatan lebih murah seris;harga negatif, general negatif;harga positif
pengen nangis liat harganya;pengen suka liat harganya;harga negatif;harga positif
barang bermerek mahal ya;barang bermerek mahal;harga negatif;harga positif
kemahalan sih menurutku, tapi mungkin emang nulai tukar rupiah sama dolar yang bikin tambah mahal;kemahalan menurutku nulai tukar rupiah dolar tambah mahal;harga negatif;harga positif
body nya bagus keliatan mewahnya;body bagus keliatan mewahnya;general positif;general negatif
gemes liat warnanya;gemes liat warnanya;general positif;general negatif
iphone 11 warna kuning lucu;warna kuning bagus;general positif;general negatif
hpnya ringan ternyata ga berat-berat banget;hpnya ringan tidak berat berat;general positif;general negatif
ternyata bener anti air guys, gue rendem ga kenapa-kenapa;anti air gue rendem tidak;general positif;general negatif
kualitas speakernya jelek amat, padahal hp mahal;kualitas speakernya jelek mahal;general negatif, harga negatif;harga positif
model layarnya sama kaya seris lain, kesannya jadi keliatan jadul padahal keluaran baru;model layarnya kaya seris kesannya keliatan jadul keluaran;general negatif;general positif
warnanya jelek, ga keliatan mewah mirip hp murah;warnanya jelek tidak keliatan mewah murah;general negatif;general negatif,harga positif
layarnya udah ips ternyata, jadi lebih enak liatnya;layarnya udah ips lebih enak liatnya;spesifikasi positif;general positif
layarnya udah pake teknologi LiquidRetina LCD, jadinya keliatan lebih tajam dan jelas;layarnya udah teknologi liquidretina lcd keliatan lebih tajam jelas;spesifikasi positif;general positif
yang terlihat di layar kaya yang nyata banget, sumpah bagus banget ini spesifikasinya;layar kaya nyata bagus spesifikasinya;spesifikasi positif;general positif
layarnya lebih sensitif dari seris yang lama, enak banget pakenya;layarnya lebih sensitif seris enak pakenya;spesifikasi positif;general positif
puas banget beli hp ip 11, walaupun mahal tapi spesifikasinya memuaskan;puas beli walaupun mahal spesifikasinya memuaskan;spesifikasi positif, harga negatif;harga positif
layarnya lebar 6,1 inchi jadi enak di pake nonton dan main game;layarnya lebar inchi enak nonton main game;spesifikasi positif;general positif
audionya pake dolby guys, jadi suaranya jernih;audionya dolby suaranya jernih;spesifikasi positif;general positif
kualitas layarnya oke banget, tingkat kecerahannya ga bikin mata sakit walau lama-lama liat layar;kualitas layarnya oke tingkat kecerahannya tidak mata sakit walau liat layar;spesifikasi positif;general positif
gpu nya bagus banget, ngalah grapisnya kenceng;gpu bagus ngalah grapisnya kenceng;spesifikasi positif;general negatif
ga ada port buat headset, bikin ribet;tidak port headset ribet;spesifikasi negatif;general negatif
ip 11 fitur pengamannya jelek banget, pengitai jari aja ga ada;fitur pengamannya jelek pengitai jari tidak;spesifikasi negatif;general negatif
ip 11 belom 5g, susah lagi deh nanti kalau di indo udah pada 5g;belom g susah deh indo udah g;spesifikasi negatif;general negatif
RAM nya ga ada yange lebih gede kah, dikit amat kasihnya, padahal hp mahal;ram tidak yange lebih dikit kasihnya mahal;spesifikasi negatif, harga negatif;spesifikasi negatif,harga positif
belum bisa 5g hpnya, padahal harganya ga murah loh;belum bisa g hpnya harganya tidak murah loh;spesifikasi negatif, harga negatif;harga negatif
ga ada radionya wkwk, dari dulu biasa denger radio jadi ga bisa deh gara-gara ganti hp;tidak radionya biasa denger radio tidak bisa deh gara gara ganti;spesifikasi negatif;general negatif
layarnya masih pake IPS, ga setajam dan secerah OLED;layarnya ips tidak setajam secerah oled;spesifikasi negatif;general negatif
tidak mendukung buat pake headset nih, ga ada portnya jadi memang harus beli earpod;tidak mendukung headset tidak portnya harus beli earpod;spesifikasi negatif;general negatif
kecewa sih spesifikasinya ga sekeren yang diharapkan;kecewa spesifikasinya tidak sekeren diharapkan;spesifikasi negatif;general negatif
ganyesel deh beli iphone 11 kameranya bagus banget;ganyesel deh beli kameranya bagus;kamera positif;kamera negatif
iphone xr rada berat deh tapi untuk kameranya ada effect effect glowing gitu;xr rada berat deh kameranya effect effect glowing;kamera positif, general negatif;kamera positif
ganyesel deh beli iphone 11 kameranya bagus banget;ganyesel deh beli kameranya bagus;kamera positif;kamera negatif
kenapa harus bagus banget nih kamera iphone;harus bagus kamera;kamera positif;kamera negatif
natural banget nih kamera;natural kamera;kamera positif;kamera negatif
terlalu natural untuk muka ku yang jerawatan;natural muka ku jerawatan;kamera negatif;general negatif
biasa aja asli kameranya;biasa asli kameranya;kamera negatif;kamera positif
jatoh pas dibagian kamera langsung pecah;jatoh pas dibagian kamera langsung pecah;kamera negatif;kamera positif
kameranya terlalu menonjol jadi kalo taro meja kaya tergesek;kameranya menonjol taro meja kaya tergesek;kamera negatif;kamera positif
terus aja tambah kameranya sampe 5 banyak bener;tambah kameranya sampe;kamera negatif;kamera positif
pori pori keliatan banget pake nih kamera;pori pori keliatan kamera;kamera negatif;kamera positif
kok aku merasa tidak boros ya baterainya iphone xr;tidak boros baterainya xr;baterai positif;baterai negatif
cepet banget ke isi sih baterainya keren;cepat isi baterainya keren;baterai positif;baterai negatif
gila ganyangka baterainya cepet ke isi;ganyangka baterainya cepat isi;baterai positif;baterai negatif
wah udah pake sekian lama ternyata baterainya ga boros;wah udah sekian baterainya tidak boros;baterai positif;baterai negatif
salut sama baterai iphone xr cepet terisi dan ga boros;salut baterai xr cepat terisi tidak boros;baterai positif;baterai negatif
iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha;makin canggih baterainya gabakal dikomen boros;baterai positif, general positif;baterai positif
kata orang ga boros tapi kok tetep sih;orang tidak boros tetep;baterai negatif;general negatif
siapa yang bilang ga boros tetep boros tau;bilang tidak boros tetep boros tau;baterai negatif;general negatif
terimakasih baterai iphone membuat saya harus membawa charger terus;terimakasih baterai harus membawa charger;baterai negatif;baterai positif
fitur bagus, warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;fitur bagus warna lucunya menggiurkan baterai harus dipikirkan ketahanannya;baterai negatif, general positif;general negatif,baterai negatif
menurut ku sih ya, udah harga mahal baterai boros lengkap sudah;ku udah harga mahal baterai boros lengkap;baterai negatif, harga negatif;harga positif,baterai negatif
fitur iphone selalu bikin ketagihan huaaa pgn beli iphone 11;fitur ketagihan huaaa pgn beli;general positif;general negatif
lucu banget warna warnanya iphone 11 series;bagus warna warnanya series;general positif;general negatif
semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;semenjak teman teman ku meminjam foto foto;general positif;kamera positif
bingung banget mau pilih warna apa bagus semua;bingung pilih warna bagus;general positif;general negatif
iphone 11 series warna ungu nya lucu banget;series warna ungu bagus;general positif;general negatif
kalo udah pake iphone 11 berasa mewah banget deh haha;udah berasa mewah deh;general positif;general negatif
kecewa lebih suka fitur sidik jari daripada face id;kecewa lebih suka fitur sidik jari face id;general negatif, spesifikasi negatif;general negatif
makin gede aja iphone ditangan ye;makin ditangan;general negatif;general positif
model nya makin gede;model makin;general negatif;general positif
kamera makin banyak, model nya itu aja;kamera makin model;general negatif, kamera negatif;kamera positif
menurut ku sih sesuai ya harga dengan spesifikasinya;ku sesuai harga spesifikasinya;harga positif, spesifikasi positif;harga positif
okelah harga segitu buat spesifikasi yang keren gini;okelah harga segitu spesifikasi keren gini;harga positif, spesifikasi positif;harga positif
iphone xr ga semahal apa yang gue kira haha;xr tidak semahal gue;harga positif;general negatif
wajar lah harga segitu, kalo buat wanita kamera nya hey keren banget;wajar harga segitu wanita kamera hey keren;harga positif, kamera positif;harga positif,kamera negatif
iphone xr ga mahal kok, aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang;xr tidak mahal beli kayanya tidak sampe juta juta kurang;harga positif;harga negatif
iphone 11 masih murah sih segitu mah;murah segitu mah;harga positif;harga negatif,baterai positif
ga kaget sih liat harganya, sesuai lah gila sama spec nya;tidak kaget liat harganya sesuai spesifikasi;harga positif, spesifikasi positif;harga negatif
jual ginjal ini mah iphone 11 series mahal ya;jual ginjal mah series mahal;harga negatif;baterai positif,harga positif
harga terjangkau buat yang kaya haha;harga terjangkau kaya;harga negatif;harga positif
menguras dompet banget ya harganya;menguras dompet harganya;harga negatif;harga positif
bikin minder harganya;minder harganya;harga negatif;harga positif
gabisa lebih mahal lagi woy iphone 11? mau beli tapi gila banget harganya;gabisa lebih mahal woy beli harganya;harga negatif;harga positif
kenapa sih diatas 10 juta mulu harganya;diatas juta mulu harganya;harga negatif;harga positif
udah canggih, harga ga canggih eh maksudnya mahal banget asli;udah canggih harga tidak canggih eh maksudnya mahal asli;harga negatif, general positif;harga positif
mahal banget, letak murah nya dari segi apa sih buat yang bilang harganya murah;mahal letak murah segi bilang harganya murah;harga negatif;harga positif
mana yang bilang harga nya murah, mahal banget woy gabisa liat ya;bilang harga murah mahal woy gabisa liat;harga negatif;harga positif
spesifikasinya bagus tapi harga bikin kantong kering terimakasih;spesifikasinya bagus harga kantong kering terimakasih;spesifikasi positif, harga negatif;harga positif
layarnya lebar banget jadi kalo main game enak;layarnya lebar main game enak;spesifikasi positif;general positif
jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;jelas layarnya mulus jernih nonton kaya nonton bioskop;spesifikasi positif;general negatif
suara jernih banget sih, kalo dengerin lagu kaya bass nya kerasa banget keren;suara jernih dengerin lagu kaya bass kerasa keren;spesifikasi positif;general positif
keren banget bisa mode gelap gitu;keren bisa mode gelap;spesifikasi positif;general negatif
sistem operasinya tidak diragukan lagi, jadi ga lemot kalo main game;sistem operasinya tidak diragukan tidak lemot main game;spesifikasi positif;spesifikasi negatif
spesifikasi nya lancar sih kalo lagi menjalankan usaha online;spesifikasi lancar menjalankan usaha online;spesifikasi positif;general positif
aku kira spesifikasinya bakal sama terus, ternyata ada aja yang bikin seneng buat punya iphone ini;spesifikasinya seneng;spesifikasi positif;general positif
gapernah kerasa lemot buka tutup antar aplikasi;gapernah kerasa lemot buka tutup aplikasi;spesifikasi positif;general negatif
gapernah ragu sama spesifikasinya;gapernah ragu spesifikasinya;spesifikasi positif;general negatif
masa udah gabisa pake headset yang colok, harus airpods bluetooth;udah gabisa headset colok harus airpods bluetooth;spesifikasi negatif;general negatif
iphone x series ataupun 11 series udah face id terus, padahal masih suka sidik jari;series series udah face id suka sidik jari;spesifikasi negatif;general negatif
jadi aneh ketika udah gaada tombol tengah nya;aneh udah tidak tombol;spesifikasi negatif;general negatif
kemana woy lubang headset nya;kemana woy lubang headset;spesifikasi negatif;general negatif
gini deh kalo memori cuman internal doang, langsung penuh;gini deh memori cuman internal langsung penuh;spesifikasi negatif;spesifikasi positif
harga makin mahal, harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;harga makin mahal harusnya mendukung g biar indonesia udah masuk g tidak ganti;spesifikasi negatif, harga negatif;harga positif
spesifikasi nya biasa aja, belum bikin wah;spesifikasi biasa belum wah;spesifikasi negatif;general positif
harusnya fitur makin bertambah, malah ada yang dikurangin dan diganti malah jadi gimana gitu;harusnya fitur makin bertambah malah dikurangin diganti malah gimana;spesifikasi negatif;general negatif
iphone 11 bagus sih kameranya cocok banget buat gua kalo mau hunting foto;bagus kameranya cocok hunting foto;kamera positif;kamera negatif
iphone x cuma 2716 mAh tapi harganya sampe 10 juta lebih gak cocok banget sih;cuma mah harganya sampe juta lebih tidak cocok;baterai negatif, harga negatif;baterai negatif,harga negatif
kalo gua sih tim iphone lah, bentuknya bagus aestetik, kameranya juga bagus gak kayak sumsang;tim bentuknya bagus aestetik kameranya bagus tidak kayak sumsang;general positif, kamera positif;kamera negatif
denger denger sumsang sering meledak, ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;denger denger sumsang meledak iyalah kualitas sumsang mah tidak apanya dibanding lebih bagus diliat aspek;general positif;baterai negatif
semenjak pake iphone 11 gaya dikit langsung cekrek, kameranya emang terbaik sih ini;semenjak gaya dikit langsung cekrek kameranya terbaik;kamera positif;kamera negatif
haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis;iya kameranya terbaik tidak suka baterainya cepat abis;kamera positif, baterai negatif;kamera positif,baterai negatif
gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;tidak nyangka dibeliin bebeb warnanya ungu bagus suka deh;general positif;general negatif
kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih, terbaik lah iphone 11;diliat spesifikasinya bagus gini mah harganya normal terbaik;spesifikasi positif, harga positif;baterai negatif,harga positif
dulu sebelum pake iphone gak pernah masuk fyp di tiktok, sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;tidak masuk fyp tiktok langsung fyp kameranya bagus bisa memunculkan kecantikan sejati;kamera positif;kamera negatif
kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus;kurang suka harganya mahal walaupun spesifikasinya bagus;harga negatif, spesifikasi positif;harga negatif
guys kalo kalian mau tau saya ngerekam pake kamera apa saya itu cuma pake kamera dari iphone 11 guys, beli deh kameranya bagus banget;tau ngerekam kamera cuma kamera beli deh kameranya bagus;kamera positif;kamera negatif
halah anak iphone apa sih bagusnya iphone gue gak suka kameranya jelek, gak suka harganya mahal, gak suka bentuknya jelek ngikutin samsung, gak suka baterainya juga jelek, spesifikasinya apalagi duh gak suka deh;halah anak bagusnya gue tidak suka kameranya jelek tidak suka harganya mahal tidak suka bentuknya jelek ngikutin samsung tidak suka baterainya jelek spesifikasinya tidak suka deh;kamera negatif, harga negatif, general negatif, baterai negatif, spesifikasi negatif;kamera negatif,harga negatif,baterai negatif
itu mah lu aja yang gak bisa ngerawat bro iphone gua chargernya bagus tuh malah awet juga;mah tidak bisa ngerawat chargernya bagus tuh malah awet;baterai positif;baterai negatif
kamera iphone tu bagus banget coy belom pernah kan lu berasa ganteng di foto haha;kamera bagus coy belom berasa ganteng foto;kamera positif;kamera negatif
kamera iphone terbaik gak kayak samsung cuih;kamera terbaik tidak kayak samsung cuih;kamera positif;kamera negatif
menurut gue iphone itu harganya lumayan mahal sih dan gak sesuai sama spesifikasinya yang kurang bagus;gue harganya lumayan mahal tidak sesuai spesifikasinya kurang bagus;harga negatif, spesifikasi negatif;harga negatif
Layarnya terlalu kecil terus kameranya juga kurang bagus, gagal jadi artis tiktok deh ini mah dasar iphone;layarnya kecil kameranya kurang bagus gagal artis tiktok deh mah dasar;general negatif, kamera negatif;general negatif,kamera negatif,baterai positif
bun iphone harganya seperti bajingan;bun harganya;harga negatif;harga positif
iphone baterainya sekarat iphone baterainya sekarat, mati lebih cepat mati lebih cepat;baterainya sekarat baterainya sekarat mati lebih cepat mati lebih cepat;baterai negatif;baterai positif
terbaring tersentak tertawa tertawa dengan air mata mengingat bodohnya harga iphone dan kita yang masih saja beli;terbaring tersentak tertawa tertawa air mata bodohnya harga beli;harga negatif;harga positif
iphone beranjak bangkrut spesifikasi jauh dari seharusnya bagai bintang yang jatuh mati lebih cepat;beranjak bangkrut spesifikasi seharusnya bintang jatuh mati lebih cepat;spesifikasi negatif;general negatif
aku masih ada sampai di sini pakai iphone lemot setengah mati spesifikasinya parah banget dah;pakai lemot mati spesifikasinya parah;spesifikasi negatif;general negatif
iphone harga doang mahal jemput cewe depan gang;harga mahal jemput cewe gang;harga negatif;harga positif
hp jaman sekarang mah harusnya ada pemindai sidik jarinya lah ini iphone kok gak ada jelek banget dah;jaman mah harusnya pemindai sidik jarinya tidak jelek;spesifikasi negatif;baterai negatif
sekarang jamannya 5g boss iphone masa belom 5g sih kuno cacat;jamannya g boss belom g kuno cacat;spesifikasi negatif;general negatif
port buat headset gak ada di iphone jelek banget dah mending balik pake walkman;port headset tidak jelek lebih walkman;spesifikasi negatif;general negatif
iphone 11 bagus nih lucu warnanya;bagus bagus warnanya;general positif;general negatif
bagus sih lucu juga warnanya iphone 11;bagus bagus warnanya;general positif;general negatif
lucu banget bagus suka sama warna iphone 11;bagus bagus suka warna;general positif;general negatif
termasuk murah sih harga iphone mah sesuai sama kualitas;murah harga mah sesuai kualitas;harga positif;harga positif,baterai positif
ayo buruan beli iphone mumpung harganya murah haha;buruan beli mumpung harganya murah;harga positif;harga negatif
ram bagus cpu bagus iphone mantap;ram bagus cpu bagus mantap;spesifikasi positif;spesifikasi negatif
cpu bagus nih iphone;cpu bagus;spesifikasi positif;spesifikasi negatif
iphone spesifikasinya bagus sih enak pakenya;spesifikasinya bagus enak pakenya;spesifikasi positif;general negatif
butuh spek bagus buat hp ya iphone;butuh spek bagus;spesifikasi positif;general negatif
mau hp spek bagus ya jelas iphone;spek bagus jelas;spesifikasi positif;general negatif
spesifikasi iphone bagus banget terbaik;spesifikasi bagus terbaik;spesifikasi positif;general positif
hp yang speknya bagus ya iphone lah;speknya bagus;spesifikasi positif;general negatif
iphone speknya lebih bagus daripada samsung;speknya lebih bagus samsung;spesifikasi positif;general negatif
iphone speknya bagus gak kayak hp lain;speknya bagus tidak kayak;spesifikasi positif;general negatif
kamera iphone burem mending dslr;kamera burem lebih dslr;kamera negatif;kamera positif
kamera iphone mah jelek;kamera mah jelek;kamera negatif;baterai negatif,kamera positif
bagus baterai nya awet nih iphone;bagus baterai awet;baterai positif;baterai negatif
baterai iphone awet kayak baterai abc;baterai awet kayak baterai abc;baterai positif;baterai negatif
baterai bisa seharian kok bagus iphone;baterai bisa seharian bagus;baterai positif;baterai negatif
baterai bagus dan awet ya cuma iphone;baterai bagus awet cuma;baterai positif;baterai negatif
baterai awet nan bagus emang iphone doang sih;baterai awet nan bagus;baterai positif;baterai negatif
cakep banget warna hp nya;bagus warna;general positif;general negatif
layar nya enak dan nyaman buat nonton film atau youtube;layar enak nyaman nonton film youtube;general positif;general positif,kamera positif
warna hitam nya cool banget;warna hitam cool;general positif;general negatif
desain hp nya mengkilap jadi gampang keliatan kalau ada lecet;desain mengkilap gampang keliatan lecet;general negatif;general positif
poni di atas layar mengganggu banget;poni layar mengganggu;general negatif;general positif
lebih suka android dah daripada iphone;lebih suka android;general negatif;general positif
gak menyesal beli iphone dengan harga segitu;tidak menyesal beli harga segitu;harga positif;harga negatif
harganya wajar itung itung investasi;harganya wajar itung itung investasi;harga positif;harga negatif
gue tiap tahun beli iphone tapi isi dompet gue masih aman ko;gue beli isi dompet gue aman;harga positif;general negatif
emang mahal sih hp dengan harga segini;mahal harga segini;harga negatif;harga positif
harganya masih tetap mahal walaupun varian termurah;harganya mahal walaupun varian termurah;harga negatif;harga positif
ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;tidak sanggup beli cuma bisa liat ulasannya;harga negatif;general negatif
nabung satu abad baru bisa beli iphone 11;nabung abad bisa beli;harga negatif;general negatif
harga iphone x sulit diterima akal;harga sulit diterima akal;harga negatif;harga positif
iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x;kemahalan kualitasnya tidak beda;harga negatif;general negatif
kapan lagi coba gua jual ginjal demi boba alias iphone11;coba jual ginjal boba alias;harga negatif;general positif
speknya mantap banget main pubg ga lemot;speknya mantap main pubg tidak lemot;spesifikasi positif;general negatif
sistem operasinya bagus banget;sistem operasinya bagus;spesifikasi positif;spesifikasi negatif
speknya bagus jadi enak banget buat main game dan buat kerja;speknya bagus enak main game kerja;spesifikasi positif;general positif
puas banget sistem operasinya lebih kencang dan bebas hambatan;puas sistem operasinya lebih kencang bebas hambatan;spesifikasi positif;spesifikasi negatif
operasinya lancar banget membantu bisnis saya;operasinya lancar membantu bisnis;spesifikasi positif;general positif
sistem operasi nya nyaman banget dipake dan ga lemot;sistem operasi nyaman tidak lemot;spesifikasi positif;spesifikasi negatif
selalu lancar jaya dan nyaman banget gak pernah lemot;lancar jaya nyaman tidak lemot;spesifikasi positif;general positif
performa iphone x mumpuni banget gak usah diragukan lagi;performa mumpuni tidak diragukan;spesifikasi positif;general negatif
