Tweet;Tweet_Parsed;True_Label;Pred_Label
mahal banget harganya, padahal modelnya keliatan lebih murah dari seris yang lain;mahal sekali harganya padahal modelnya keliatan lebih murah dari seris  lain;harga negatif,general negatif;harga negatif
pengen nangis liat harganya; menginginkan suka liat harganya;harga negatif;harga positif
hpnya ringan ternyata ga berat-berat banget;hpnya ringan ternyata tidak berat berat sekali;general positif;general negatif
kualitas speakernya jelek amat, padahal hp mahal;kualitas speakernya jelek amat padahal  mahal;general negatif,harga negatif;harga negatif,general positif
layarnya gampang retak, harus pake pelindung sih;layarnya gampang retak harus menggunakan pelindung ;general negatif;general positif
model hpnya ga unik tuh, modelnya mirip yang seris xr;model hpnya tidak unik tuh modelnya mirip  seris xr;general negatif;general positif
model layarnya sama kaya seris lain, kesannya jadi keliatan jadul padahal keluaran baru;model layarnya sama kaya seris lain kesannya jadi keliatan jadul padahal keluaran baru;general negatif;general positif
modelnya kaya yang murahan;modelnya kaya  murahan;general negatif;general positif
layar bezelnya masih tebel kaya seris yang lama, ga enak liatanya;layar bezelnya masih tebel kaya seris  lama tidak enak liatanya;general negatif;general positif
dalam kardusnya cuma ada hp sama kabel doang, buat earpodnya harus beli terpisah;dalam kardusnya cuma ada  sama kabel  buat earpodnya harus beli terpisah;general negatif;general positif
warnanya jelek, ga keliatan mewah mirip hp murah;warnanya jelek tidak keliatan mewah mirip  murah;general negatif;general negatif,harga positif
layarnya udah ips ternyata, jadi lebih enak liatnya;layarnya udah ips ternyata jadi lebih enak liatnya;spesifikasi positif;general positif
layarnya udah pake teknologi LiquidRetina LCD, jadinya keliatan lebih tajam dan jelas;layarnya udah menggunakan teknologi liquidretina lcd jadinya keliatan lebih tajam dan jelas;spesifikasi positif;general positif
yang terlihat di layar kaya yang nyata banget, sumpah bagus banget ini spesifikasinya; terlihat di layar kaya  nyata sekali  bagus sekali ini spesifikasinya;spesifikasi positif;general positif,spesifikasi positif
layarnya lebih sensitif dari seris yang lama, enak banget pakenya;layarnya lebih sensitif dari seris  lama enak sekali pakenya;spesifikasi positif;general positif
puas banget beli hp ip 11, walaupun mahal tapi spesifikasinya memuaskan;puas sekali beli   walaupun mahal tapi spesifikasinya memuaskan;spesifikasi positif,harga negatif;harga negatif,spesifikasi positif
layarnya lebar 6,1 inchi jadi enak di pake nonton dan main game;layarnya lebar inchi jadi enak di menggunakan nonton dan main game;spesifikasi positif;general positif
audionya pake dolby guys, jadi suaranya jernih;audionya menggunakan dolby  jadi suaranya jernih;spesifikasi positif;general positif
kualitas layarnya oke banget, tingkat kecerahannya ga bikin mata sakit walau lama-lama liat layar;kualitas layarnya oke sekali tingkat kecerahannya tidak membuat mata sakit walau lama lama liat layar;spesifikasi positif;general negatif
gpu nya bagus banget, ngalah grapisnya kenceng;gpu  bagus sekali ngalah grapisnya kenceng;spesifikasi positif;general positif
ga ada port buat headset, bikin ribet;tidak ada port buat headset membuat ribet;spesifikasi negatif;general negatif
ip 11 fitur pengamannya jelek banget, pengitai jari aja ga ada; fitur pengamannya jelek sekali pengitai jari  tidak ada;spesifikasi negatif;general negatif
ip 11 belom 5g, susah lagi deh nanti kalau di indo udah pada 5g; belom g susah lagi  nanti kalau di indo udah pada g;spesifikasi negatif;general negatif
RAM nya ga ada yange lebih gede kah, dikit amat kasihnya, padahal hp mahal;ram  tidak ada yange lebih besar  dikit amat kasihnya padahal  mahal;spesifikasi negatif,harga negatif;harga negatif,spesifikasi positif
belum bisa 5g hpnya, padahal harganya ga murah loh;belum bisa g hpnya padahal harganya tidak murah loh;spesifikasi negatif,harga negatif;harga negatif
ga ada radionya wkwk, dari dulu biasa denger radio jadi ga bisa deh gara-gara ganti hp;tidak ada radionya  dari dulu biasa denger radio jadi tidak bisa  gara gara ganti ;spesifikasi negatif;general negatif
memori RAM nya kecil banget, gabisa pake banyak app sekaligus;memori ram  kecil sekali gabisa menggunakan banyak aplikasi sekaligus;spesifikasi negatif;spesifikasi positif
layarnya masih pake IPS, ga setajam dan secerah OLED;layarnya masih menggunakan ips tidak setajam dan secerah oled;spesifikasi negatif;general negatif
tidak mendukung buat pake headset nih, ga ada portnya jadi memang harus beli earpod;tidak mendukung buat menggunakan headset  tidak ada portnya jadi memang harus beli earpod;spesifikasi negatif;general negatif
iphone xr rada berat deh tapi untuk kameranya ada effect effect glowing gitu; xr rada berat  tapi untuk kameranya ada effect effect glowing begitu;kamera positif,general negatif;kamera negatif
kameranya bikin jatuh cinta;kameranya membuat jatuh cinta;kamera positif;kamera negatif
iphone makin keatas makin keren kameranya; makin keatas makin keren kameranya;kamera positif;kamera negatif
terlalu natural untuk muka ku yang jerawatan;terlalu natural untuk muka ku  jerawatan;kamera negatif;general negatif
biasa aja asli kameranya;biasa  asli kameranya;kamera negatif;kamera positif
beli iphone karena kamera doang juga masih banyak kali yang bagus;beli  karena kamera  juga masih banyak sekali  bagus;kamera negatif;kamera positif
kameranya terlalu menonjol jadi kalo taro meja kaya tergesek;kameranya terlalu menonjol jadi kalau taro meja kaya tergesek;kamera negatif;kamera positif
kamera apa yang beda sih kaya sama aja;kamera apa  beda  kaya sama ;kamera negatif;kamera positif
terus aja tambah kameranya sampe 5 banyak bener;terus  tambah kameranya sampe banyak benar;kamera negatif;kamera positif
pori pori keliatan banget pake nih kamera;pori pori keliatan sekali menggunakan  kamera;kamera negatif;kamera positif
kok aku merasa tidak boros ya baterainya iphone xr;kok aku merasa tidak boros  baterainya  xr;baterai positif;baterai negatif
wah udah pake sekian lama ternyata baterainya ga boros;wah udah menggunakan sekian lama ternyata baterainya tidak boros;baterai positif;baterai negatif
ganyangka kirain iphone makin keatas baterainya makin boros ternyata malah irit;ganyangka kirain  makin keatas baterainya makin boros ternyata malah irit;baterai positif;baterai negatif
iphone makin canggih dan baterainya pun gabakal dikomen boros lagi haha; makin canggih dan baterainya  gabakal dikomen boros lagi ;baterai positif,general positif;baterai negatif
kata orang ga boros tapi kok tetep sih;kata orang tidak boros tapi kok tetep ;baterai negatif;general negatif
siapa yang bilang ga boros tetep boros tau;siapa  bilang tidak boros tetep boros tau;baterai negatif;general negatif
kesel banget iphone tuh hp terboros ya soal baterai;kesel sekali  tuh  terboros  soal baterai;baterai negatif;baterai positif
rasanya pingin baterai seirit nokia tapi hp tetep iphone haha boros banget sih asli iphone;rasanya pingin baterai seirit nokia tapi  tetep   boros sekali  asli ;baterai negatif;baterai positif
fitur bagus, warna lucunya menggiurkan tapi baterai yang harus dipikirkan ketahanannya;fitur bagus warna lucunya menggiurkan tapi baterai  harus dipikirkan ketahanannya;baterai negatif,general positif;general positif,baterai positif
menurut ku sih ya, udah harga mahal baterai boros lengkap sudah;menurut ku   udah harga mahal baterai boros lengkap sudah;baterai negatif,harga negatif;harga negatif,baterai negatif
fitur iphone selalu bikin ketagihan huaaa pgn beli iphone 11;fitur  selalu membuat ketagihan huaaa pgn beli  ;general positif;general negatif
semenjak pake iphone 11 pro teman teman ku selalu meminjam untuk foto foto;semenjak menggunakan   teman teman ku selalu meminjam untuk foto foto;general positif;kamera positif
bingung banget mau pilih warna apa bagus semua;bingung sekali mau pilih warna apa bagus semua;general positif;general negatif
kecewa lebih suka fitur sidik jari daripada face id;kecewa lebih suka fitur sidik jari daripada face id;general negatif,spesifikasi negatif;general positif
makin gede aja iphone ditangan ye;makin besar   ditangan ;general negatif;general positif
mau pake pelindung juga tetep retak;mau menggunakan pelindung juga tetep retak;general negatif;general positif
model nya makin gede;model  makin besar;general negatif;general positif
kamera makin banyak, model nya itu aja;kamera makin banyak model  itu ;general negatif,kamera negatif;kamera positif
tolong modelnya bikin tangan gabisa pegang, gede banget; modelnya membuat tangan gabisa pegang besar sekali;general negatif;general positif
okelah harga segitu buat spesifikasi yang keren gini;okelah harga segitu buat spesifikasi  keren seperti;harga positif,spesifikasi positif;spesifikasi positif,harga positif
kata orang mahal, tapi menurut ku ya ada harga ada kualitas;kata orang mahal tapi menurut ku  ada harga ada kualitas;harga positif;harga negatif
iphone xr ga semahal apa yang gue kira haha; xr tidak semahal apa  gue kira ;harga positif;general negatif
wajar lah harga segitu, kalo buat wanita kamera nya hey keren banget;wajar lah harga segitu kalau buat wanita kamera  hey keren sekali;harga positif,kamera positif;kamera positif,harga positif
iphone xr ga mahal kok, aku beli kayanya ga sampe 10 juta bahkan 9 juta kurang; xr tidak mahal kok aku beli kayanya tidak sampe juta bahkan juta kurang;harga positif;harga negatif
iphone 11 masih murah sih segitu mah; masih murah  segitu mah;harga positif;harga positif,baterai positif
saya yang sudah lama menjadi iphone user, saat mengetahui harga iphone 11 ya normal emang segitu kan;saya  sudah lama menjadi  pengguna saat mengetahui harga   normal memang segitu kan;harga positif;harga negatif
ga kaget sih liat harganya, sesuai lah gila sama spec nya;tidak kaget  liat harganya sesuai lah sekali sama spesifikasi ;harga positif,spesifikasi positif;harga negatif,spesifikasi positif
jual ginjal ini mah iphone 11 series mahal ya;jual ginjal ini mah  series mahal ;harga negatif;harga negatif,baterai positif
harga terjangkau buat yang kaya haha;harga terjangkau buat  kaya ;harga negatif;harga positif
kenapa sih diatas 10 juta mulu harganya;kenapa  diatas juta mulu harganya;harga negatif;harga positif
udah canggih, harga ga canggih eh maksudnya mahal banget asli;udah canggih harga tidak canggih eh maksudnya mahal sekali asli;harga negatif,general positif;harga negatif
wah aku kaget melihat harganya, rasa ingin menjadi sultan seketika biar bisa beli;wah aku kaget melihat harganya rasa ingin menjadi sultan seketika biar bisa beli;harga negatif;harga positif
layarnya lebar banget jadi kalo main game enak;layarnya lebar sekali jadi kalau main game enak;spesifikasi positif;general positif
jelas banget sih ini layarnya mulus banget dan jernih banget kalo lagi nonton kaya lagi nonton bioskop;jelas sekali  ini layarnya mulus sekali dan jernih sekali kalau lagi nonton kaya lagi nonton bioskop;spesifikasi positif;general positif
suara jernih banget sih, kalo dengerin lagu kaya bass nya kerasa banget keren;suara jernih sekali  kalau dengerin lagu kaya bass  kerasa sekali keren;spesifikasi positif;general positif
keren banget bisa mode gelap gitu;keren sekali bisa mode gelap begitu;spesifikasi positif;general positif
sistem operasinya tidak diragukan lagi, jadi ga lemot kalo main game;sistem operasinya tidak diragukan lagi jadi tidak lambat kalau main game;spesifikasi positif;spesifikasi negatif
aku kira spesifikasinya bakal sama terus, ternyata ada aja yang bikin seneng buat punya iphone ini;aku kira spesifikasinya bakal sama terus ternyata ada   membuat seneng buat punya  ini;spesifikasi positif;spesifikasi negatif
gapernah kerasa lemot buka tutup antar aplikasi;gapernah kerasa lambat buka tutup antar aplikasi;spesifikasi positif;general negatif
gapernah ragu sama spesifikasinya;gapernah ragu sama spesifikasinya;spesifikasi positif;spesifikasi negatif
masa udah gabisa pake headset yang colok, harus airpods bluetooth;masa udah gabisa menggunakan headset  colok harus airpods bluetooth;spesifikasi negatif;general positif
iphone x series ataupun 11 series udah face id terus, padahal masih suka sidik jari;  series ataupun series udah face id terus padahal masih suka sidik jari;spesifikasi negatif;general positif
jadi aneh ketika udah gaada tombol tengah nya;jadi aneh ketika udah tidak tombol tengah ;spesifikasi negatif;general negatif
kemana woy lubang headset nya;kemana woy lubang headset ;spesifikasi negatif;general positif
gini deh kalo memori cuman internal doang, langsung penuh;seperti  kalau memori cuman internal  langsung penuh;spesifikasi negatif;spesifikasi positif
harga makin mahal, harusnya mendukung 5g biar nanti kalo indonesia udah masuk 5g kan ga perlu ganti hp terus;harga makin mahal harusnya mendukung g biar nanti kalau indonesia udah masuk g kan tidak perlu ganti  terus;spesifikasi negatif,harga negatif;harga negatif
harusnya fitur makin bertambah, malah ada yang dikurangin dan diganti malah jadi gimana gitu;harusnya fitur makin bertambah malah ada  dikurangin dan diganti malah jadi gimana begitu;spesifikasi negatif;general negatif
iphone x cuma 2716 mAh tapi harganya sampe 10 juta lebih gak cocok banget sih;  cuma mah tapi harganya sampe juta lebih tidak cocok sekali ;baterai negatif,harga negatif;baterai positif,harga positif
RAM 3 GB doang nyesel beli iphone x gak bisa dipake buat main CODM;ram gb  menyesal beli   tidak bisa digunakan buat main codm;spesifikasi negatif;spesifikasi positif
kalo gua sih tim iphone lah, bentuknya bagus aestetik, kameranya juga bagus gak kayak sumsang;kalau aku  tim  lah bentuknya bagus aestetik kameranya juga bagus tidak kayak sumsang;general positif,kamera positif;kamera positif
denger denger sumsang sering meledak, ya iyalah kualitas sumsang mah gak ada apa apanya dibanding iphone x lebih bagus diliat dari segala aspek juga;denger denger sumsang sering meledak  iyalah kualitas sumsang mah tidak ada apa apanya dibanding   lebih bagus diliat dari segala aspek juga;general positif;baterai negatif
haha iya sih iphone kameranya emang terbaik tapi gak suka sama baterainya yang cepet abis; iya   kameranya memang terbaik tapi tidak suka sama baterainya  cepat abis;kamera positif,baterai negatif;kamera negatif,baterai positif
gila sih gak nyangka banget aku dibeliin iphone 11 sama bebeb warnanya ungu gitu lagi kan lucu suka deh;sekali  tidak nyangka sekali aku dibeliin  sama bebeb warnanya ungu begitu lagi kan bagus suka ;general positif;general negatif
kalo diliat dari spesifikasinya yang bagus gini mah harganya masih normal sih, terbaik lah iphone 11;kalau diliat dari spesifikasinya  bagus seperti mah harganya masih normal  terbaik lah  ;spesifikasi positif,harga positif;spesifikasi positif,harga positif,baterai positif
dulu sebelum pake iphone gak pernah masuk fyp di tiktok, sekarang pake iphone langsung fyp emang kameranya bagus bisa memunculkan kecantikan sejati aku;dulu sebelum menggunakan  tidak pernah masuk fyp di tiktok sekarang menggunakan  langsung fyp memang kameranya bagus bisa memunculkan kecantikan sejati aku;kamera positif;kamera negatif
halah anak iphone apa sih bagusnya iphone gue gak suka kameranya jelek, gak suka harganya mahal, gak suka bentuknya jelek ngikutin samsung, gak suka baterainya juga jelek, spesifikasinya apalagi duh gak suka deh;halah anak  apa  bagusnya  gue tidak suka kameranya jelek tidak suka harganya mahal tidak suka bentuknya jelek ngikutin samsung tidak suka baterainya juga jelek spesifikasinya apalagi  tidak suka ;kamera negatif,harga negatif,general negatif,baterai negatif,spesifikasi negatif;kamera negatif,harga negatif,baterai negatif,spesifikasi negatif
itu mah lu aja yang gak bisa ngerawat bro iphone gua chargernya bagus tuh malah awet juga;itu mah kamu   tidak bisa ngerawat   aku chargernya bagus tuh malah awet juga;baterai positif;baterai negatif
menurut gue iphone itu harganya lumayan mahal sih dan gak sesuai sama spesifikasinya yang kurang bagus;menurut gue  itu harganya lumayan mahal  dan tidak sesuai sama spesifikasinya  kurang bagus;harga negatif,spesifikasi negatif;harga positif,spesifikasi positif
Layarnya terlalu kecil terus kameranya juga kurang bagus, gagal jadi artis tiktok deh ini mah dasar iphone;layarnya terlalu kecil terus kameranya juga kurang bagus gagal jadi artis tiktok  ini mah dasar ;general negatif,kamera negatif;general negatif,kamera negatif,baterai positif
bun iphone harganya seperti bajingan;bun  harganya seperti ;harga negatif;harga positif
iphone baterainya sekarat iphone baterainya sekarat, mati lebih cepat mati lebih cepat; baterainya sekarat  baterainya sekarat mati lebih cepat mati lebih cepat;baterai negatif;baterai positif
terbaring tersentak tertawa tertawa dengan air mata mengingat bodohnya harga iphone dan kita yang masih saja beli;terbaring tersentak tertawa tertawa dengan air mata mengingat bodohnya harga  dan kita  masih saja beli;harga negatif;harga positif
sempat berpikir masih bermimpi bertahun berlanjut pakai iphone warna mu yang memudar saksinya akhirnya aku ganti aja jelek amat sih ini iphone;sempat berpikir masih bermimpi bertahun berlanjut pakai  warna kamu  memudar saksinya akhirnya aku ganti  jelek amat  ini ;general negatif;general positif
Lah ini RAM segini doang seriusan iphone nih jelek banget mending advan dah;lah ini ram segini  seriusan   jelek sekali lebih baik advan ;spesifikasi negatif;spesifikasi positif
iphone 11 ni hp apa dumbell sih gua pake tiga hari bicep gua gede berat amat ah jelek; ini  apa dumbell  aku menggunakan tiga hari bicep aku besar berat amat ah jelek;general negatif;general positif
hp jaman sekarang mah harusnya ada pemindai sidik jarinya lah ini iphone kok gak ada jelek banget dah; jaman sekarang mah harusnya ada pemindai sidik jarinya lah ini  kok tidak ada jelek sekali ;spesifikasi negatif;baterai negatif
sekarang jamannya 5g boss iphone masa belom 5g sih kuno cacat;sekarang jamannya g boss  masa belom g  kuno cacat;spesifikasi negatif;general negatif
port buat headset gak ada di iphone jelek banget dah mending balik pake walkman;port buat headset tidak ada di  jelek sekali  lebih baik balik menggunakan walkman;spesifikasi negatif;general negatif
termasuk murah sih harga iphone mah sesuai sama kualitas;termasuk murah  harga  mah sesuai sama kualitas;harga positif;baterai positif,harga positif
kamera iphone burem mending dslr;kamera  burem lebih baik dslr;kamera negatif;kamera positif
kamera iphone mah jelek;kamera  mah jelek;kamera negatif;baterai negatif,kamera positif
iphone baterai ampas cepet abis; baterai ampas cepat abis;baterai negatif;baterai positif
layar nya enak dan nyaman buat nonton film atau youtube;layar  enak dan nyaman buat nonton film atau youtube;general positif;general positif,kamera positif
menurut saya kegedean sih layarnya;menurut saya kegedean  layarnya;general negatif;general positif
ukurannya gede jadi gak bisa masuk saku;ukurannya besar jadi tidak bisa masuk saku;general negatif;general positif
lebih suka android dah daripada iphone;lebih suka android  daripada ;general negatif;general positif
gak menyesal beli iphone dengan harga segitu;tidak menyesal beli  dengan harga segitu;harga positif;harga negatif
harga nya setimpal untuk pemakaian jangka lama;harga  setimpal untuk pemakaian jangka lama;harga positif;harga negatif
gue tiap tahun beli iphone tapi isi dompet gue masih aman ko;gue tiap tahun beli  tapi isi dompet gue masih aman ;harga positif;general positif
puas banget sih harga segini apalagi dipake buat bisnis ga lemot;puas sekali  harga segini apalagi digunakan buat bisnis tidak lambat;harga positif;harga negatif
harganya lumayan mahal sih untuk rakyat jelata kaya aku;harganya lumayan mahal  untuk rakyat jelata kaya aku;harga negatif;harga positif
harganya masih tetap mahal walaupun varian termurah;harganya masih tetap mahal walaupun varian termurah;harga negatif;harga positif
ga sanggup beli iphone 11 cuma bisa liat ulasannya aja;tidak sanggup beli  cuma bisa liat ulasannya ;harga negatif;general negatif
nabung satu abad baru bisa beli iphone 11;nabung satu abad baru bisa beli  ;harga negatif;general positif
harga iphone x sulit diterima akal;harga   sulit diterima akal;harga negatif;harga positif
iphone 11 masih kemahalan banget padahal kualitasnya gak jauh beda sama iphone x; masih kemahalan sekali padahal kualitasnya tidak jauh beda sama  ;harga negatif;general negatif
kapan lagi coba gua jual ginjal demi boba alias iphone11;kapan lagi coba aku jual ginjal demi boba alias  ;harga negatif;general positif
speknya mantap banget main pubg ga lemot;speknya mantap sekali main pubg tidak lambat;spesifikasi positif;spesifikasi negatif
operasinya lancar banget membantu bisnis saya;operasinya lancar sekali membantu bisnis saya;spesifikasi positif;general positif
selalu lancar jaya dan nyaman banget gak pernah lemot;selalu lancar jaya dan nyaman sekali tidak pernah lambat;spesifikasi positif;general negatif
performa iphone x mumpuni banget gak usah diragukan lagi;performa   mumpuni sekali tidak usah diragukan lagi;spesifikasi positif;spesifikasi negatif
kecewa karena gak ada pemindai sidik jari;kecewa karena tidak ada pemindai sidik jari;spesifikasi negatif;general negatif
kecewa banget beberapa fitur dihilangkan oleh iphone;kecewa sekali beberapa fitur dihilangkan oleh ;spesifikasi negatif;general negatif
kenapa kalo mau upgrade storage di icloud harus bayar;kenapa kalau mau upgrade storage di icloud harus bayar;spesifikasi negatif;harga positif
gaada tempat buat sd card ga kaya android;tidak tempat buat sd card tidak kaya android;spesifikasi negatif;general negatif
ribet banget harus pake splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;ribet sekali harus menggunakan splitter soalnya gabisa charge dan dengerin lagu secara bersamaan;spesifikasi negatif;baterai negatif
kenapa sih pemindai sidik jarinya diilangin padahal hari gini kan pake masker mulu jadi ribet kalo pake pemindai wajah;kenapa  pemindai sidik jarinya diilangin padahal hari seperti kan menggunakan masker mulu jadi ribet kalau menggunakan pemindai wajah;spesifikasi negatif;general positif
sumpah ya kenapa iphone tuh ukuran RAM nya segede semut;  kenapa  tuh ukuran ram  segede semut;spesifikasi negatif;general positif,spesifikasi positif
buat foto jarak jauh mantap banget ga burem sama sekali;buat foto jarak jauh mantap sekali tidak burem sama sekali;kamera positif;kamera negatif
kalo soal kamera gak usah ragu lagi sama iphone;kalau soal kamera tidak usah ragu lagi sama ;kamera positif;kamera negatif
kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;kalau mau foto jarak dekat kurang bagus  lensa kamera ;kamera negatif;kamera positif
banyak yang ngeluh bentuk kamera nya kaya minuman bubble milk tea;banyak  ngeluh bentuk kamera  kaya minuman bubble milk tea;kamera negatif;general positif,kamera positif
kamera ip11 tuh hasil fotonya tuh warnanya jadi lebih kuning gitu aneh;kamera ip tuh hasil fotonya tuh warnanya jadi lebih kuning begitu aneh;kamera negatif;general negatif,kamera positif
bagusan kamera samsung kemanamana daripada iphone x;bagusan kamera samsung kemanamana daripada  ;kamera negatif;kamera positif
kamera swafoto iphone 11 kurang mantap nih autofokusnya;kamera swafoto  kurang mantap  autofokusnya;kamera negatif;kamera positif
tingkat eksposur kamera ip11 kurang sempurna dibandingkan samsung s10;tingkat eksposur kamera ip kurang sempurna dibandingkan samsung s ;kamera negatif;kamera positif
kalo foto didalem ruangan hasilnya kurang mantap nih;kalau foto didalem ruangan hasilnya kurang mantap ;kamera negatif;kamera positif
baterai iphone 11 gue masih aman ko walaupun dipake sepuluh jam nonton video;baterai  gue masih aman  walaupun digunakan sepuluh jam nonton video;baterai positif;baterai positif,kamera positif
lumayan awet sih baterenya dipake main pubg berjam jam;lumayan awet  baterenya digunakan main pubg berjam jam;baterai positif;general positif
gue tepuk tangan sih batere nya ada peningkatan dibanding versi sebelumnya;gue tepuk tangan  batere  ada peningkatan dibanding versi sebelumnya;baterai positif;general positif
baterenya ga seburuk kata orangorang ko asal elu pakenya jangan jorok aja;baterenya tidak seburuk kata orangorang  asal elu pakenya jangan jorok ;baterai positif;general negatif
baterenya awet sih ga cepet kembung gitu;baterenya awet  tidak cepat kembung begitu;baterai positif;general positif
batere iphone tuh jelek banget;batere  tuh jelek sekali;baterai negatif;general negatif
batere iphone ga seawet samsung apalagi sekarang covid sering main hp jadi boros banget;batere  tidak seawet samsung apalagi sekarang covid sering main  jadi boros sekali;baterai negatif;general negatif
mewah yang ga lebay gitu nih ip11 asik;mewah  tidak lebay begitu  ip asik;general positif;general negatif
saatnya beralih ke ip11, bye handphone lama;saatnya beralih ke ip bye handphone lama;general positif;general negatif
ga suka ah mending beli merk lain aja;tidak suka ah lebih baik beli merk lain ;general negatif;general positif
desainnya masih sama aja kaya yg sebelum sebelumnya bosan;desainnya masih sama  kaya  sebelum sebelumnya bosan;general negatif;general positif
buat apasih make iphone, sistem operasinya ribet apalagi buat yg ga biasa pakai;buat apasih make  sistem operasinya ribet apalagi buat  tidak biasa pakai;general negatif;spesifikasi negatif
yaampun ip11 ga ada charger ga ada earphone nya dong, hft banget;yaampun ip tidak ada charger tidak ada earphone   hft sekali;general negatif;baterai negatif
kenapa charger dan earphonenya ga include sih, percuma aja spesifikasi mantep, tapi part yg cukup pentingnya ga ada;kenapa charger dan earphonenya tidak include  percuma  spesifikasi mantep tapi part  cukup pentingnya tidak ada;general negatif;baterai negatif,spesifikasi negatif
harganya affordabe banget buat experience yg luar biasa;harganya affordabe sekali buat experience  luar biasa;harga positif;harga negatif
harganya okelah ya buat spesifikasi kaya gini;harganya okelah  buat spesifikasi kaya seperti;harga positif;spesifikasi positif,harga positif
terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;terjangkau  menurut gue harganya  ini sesuai sama spesifikasi;harga positif;harga positif,spesifikasi positif
harganya ga mahal kok utnuk kualitas sebagus ini, kalo ada yg bilang mahal emang lu aja yg ga mampu beli;harganya tidak mahal kok utnuk kualitas sebagus ini kalau ada  bilang mahal memang kamu   tidak mampu beli;harga positif;harga negatif
iphone11, harganya sesuai kok sama spesifikasi dan produknya; harganya sesuai kok sama spesifikasi dan produknya;harga positif;harga positif,spesifikasi positif
harganya sesuai sama apa yang bakalan kita dapat, ga nyesel gais;harganya sesuai sama apa  bakalan kita dapat tidak menyesal gais;harga positif;harga negatif
Mahal banget sih ini ip11 buat produk kaya begini doang, masih banyak yg lebih murah;mahal sekali  ini ip buat produk kaya begini  masih banyak  lebih murah;harga negatif;harga positif
apa harganya gabisa lebih murah ya, sebagus apasih sampai harganya segitu banget;apa harganya gabisa lebih murah  sebagus apasih sampai harganya segitu sekali;harga negatif;harga positif
mending beli produk lain yang harganya lebih terjangkau tapi kualitasnya ga kalah jauh;lebih baik beli produk lain  harganya lebih terjangkau tapi kualitasnya tidak kalah jauh;harga negatif;harga positif
chipset yang ada di ip11 ini bikin performanya jauh lebih enteng dibanding iphone sebelum-sebelumnya;chipset  ada di ip ini membuat performanya jauh lebih enteng dibanding  sebelum sebelumnya;spesifikasi positif;spesifikasi negatif
ga heran sih nih iphone11 mantap, toh iosnya make yang terbaru;tidak heran    mantap toh iosnya make  terbaru;spesifikasi positif;general positif
suka banget sama spesifikasinya ga nyesel beli;suka sekali sama spesifikasinya tidak menyesal beli;spesifikasi positif;spesifikasi negatif
pilihan ram nya dikit banget, harusnya bisa lebih bervariasi;pilihan ram  dikit sekali harusnya bisa lebih bervariasi;spesifikasi negatif;spesifikasi positif
kenapa ram nya cuma 4gb pengen yang lebih;kenapa ram  cuma gb menginginkan  lebih;spesifikasi negatif;spesifikasi positif
spesifikasinya masih kurang sih kalo menurut gue apalagi harganya juga mahal;spesifikasinya masih kurang  kalau menurut gue apalagi harganya juga mahal;spesifikasi negatif;spesifikasi negatif,harga negatif
masa ga ada fitur NFC nya sih percuma aja harga mahal tapi ga punya fitur yang lagi tren;masa tidak ada fitur nfc   percuma  harga mahal tapi tidak punya fitur  lagi tren;spesifikasi negatif;harga negatif
belum support 5g masih jelek;belum mendukung g masih jelek;spesifikasi negatif;general positif
belum ada fitur buat usb type c huh masih jelek;belum ada fitur buat usb type c huh masih jelek;spesifikasi negatif;general negatif
apple ga up to date, masa belum support 5g sih; tidak up  date masa belum mendukung g ;spesifikasi negatif;general positif
yah masih 4g coy, gausah dibeli lah, masih jelek; masih g coy gausah dibeli lah masih jelek;spesifikasi negatif;general negatif
fitur autofokusnya cakep banget cuy;fitur autofokusnya bagus sekali cuy;kamera positif;general positif
fitur night mode nya lumayan bgt dipake buat jepret jepret malem malem;fitur night mode  lumayan sekali digunakan buat jepret jepret malem malem;kamera positif;general positif
semenjak pake ip11 makin suka selfie deh kameranya bagus haha;semenjak menggunakan ip makin suka foto  kameranya bagus ;kamera positif;kamera negatif
ga salah beli nih, kameranya gue suka;tidak salah beli  kameranya gue suka;kamera positif;kamera negatif
masih banyak produk lain yang kameranya lebih bagus dari ip11 nih, ga worth sih;masih banyak produk lain  kameranya lebih bagus dari ip  tidak sebanding ;kamera negatif;kamera positif
kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kameranya kalau digunakan buat foto indoor dengan pencahayaan  kurang bad sekali ;kamera negatif;kamera positif
noise banget asli kalo dipake foto indoor malem malem, jelek;noise sekali asli kalau digunakan foto indoor malem malem jelek;kamera negatif;kamera positif
kameranya masih jelek, masih banyak handphone murah yang kameranya good;kameranya masih jelek masih banyak handphone murah  kameranya good;kamera negatif;kamera positif,harga positif
chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;chipset mantap sekali jadi membuat  hemat baterai;baterai positif;spesifikasi positif,baterai positif
iphone11 ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai; ini menggunakan chipset terkuat dan tercepat jadi sangat hemat baterai;baterai positif;spesifikasi positif,baterai positif
