Tweet;Tweet_Parsed;True_Label;Pred_Label
spesifikasinya gila memuaskan banget, tidak diragukan lagi;spesifikasinya sekali memuaskan sekali tidak diragukan lagi;spesifikasi positif;spesifikasi positif
fitur sidik jari dihapus kan jadi ribet;fitur sidik jari dihapus kan jadi ribet;general negatif;general negatif
sebel banget tombol tengahnya dihilangkan;kesal sekali tombol tengahnya dihilangkan;general negatif;general negatif
ih cuman ada memori internal nih gaada memori eksternalnya; cuman ada memori internal  tidak memori eksternalnya;spesifikasi negatif;spesifikasi negatif
sebel banget lubang audio nya gaada;kesal sekali lubang audio  tidak;general negatif;general negatif
agak kecewa sih RAM nya ga meningkat;agak kecewa  ram  tidak meningkat;spesifikasi negatif;spesifikasi negatif
harga iphone x masih terjangkau kok;harga   masih terjangkau kok;harga positif;harga positif
barang bermerek dengan harga segitu wajar dong;barang bermerek dengan harga segitu wajar ;harga positif;harga positif
ada kualitas ada harga wkwk;ada kualitas ada harga ;harga positif;harga positif
sumpah ya mahal banget harganya;  mahal sekali harganya;harga negatif;harga negatif
ga turun turun nih harganya iphone tetap aja tinggi;tidak turun turun  harganya  tetap  tinggi;harga negatif;harga negatif
kamera iphone 11 sedikit lebih bagus dibanding pesaingnya dan untuk kualitas hasil jepretannya juga oke;kamera  sedikit lebih bagus dibanding pesaingnya dan untuk kualitas hasil jepretannya juga oke;kamera positif;kamera positif
Baterai iphone x dan 11 ngga ada bedanya, sangat boros;baterai   dan ngga ada bedanya sangat boros;baterai negatif;baterai negatif
Sangat lucu yang warna kuning, jadi pengen beli iphone 11;sangat bagus  warna kuning jadi menginginkan beli  ;general positif;general positif
Hasil jepretan kamera iphone X biasa aja;hasil jepretan kamera   biasa ;kamera negatif;kamera negatif
Spek ip X dan 11 ngga beda jauh, biasa aja ngga terlalu hebat;spek   dan ngga beda jauh biasa  ngga terlalu hebat;spesifikasi negatif;spesifikasi negatif
Nyesel buru-buru beli iphone X yang akhirnya spesifikasinya sama aja kayak iphone 11 wkwk;menyesal buru buru beli    akhirnya spesifikasinya sama  kayak  ;spesifikasi negatif;spesifikasi negatif
Daya tahan baterai iphone 11 sedikit lebih baik dibanding ip X;daya tahan baterai  sedikit lebih baik dibanding  ;baterai positif;baterai positif
harga oke lah untuk iphone 11 masih masuk sama isi kantong;harga oke lah untuk  masih masuk sama isi kantong;harga positif;harga positif
Iphone 11 varian warnanya lebih banyak dibanding iphone X, kayaknya beli ip 11 aja deh lebih layak; varian warnanya lebih banyak dibanding   kayaknya beli    lebih layak;general positif;general positif
Iphone X ngga kalah keren kok sama iphone 11 dari segi kamera dan spesifikasi;  ngga kalah keren kok sama  dari segi kamera dan spesifikasi;kamera positif,spesifikasi positif;kamera positif,spesifikasi positif
Speaker iphone X kenapa jelek banget ya kayak agak mendelep gitu;speaker   kenapa jelek sekali  kayak agak mendelep begitu;general negatif;general negatif
Hasil video di iphone 11 bagus banget. Suka banget parah;hasil video di  bagus sekali suka sekali parah;kamera positif;kamera positif
Kecepatan charging iphone 11 lebih cepat dibanding ip X, padahal casannya sama aja. Tapi okelah...;kecepatan charger  lebih cepat dibanding   padahal casannya sama  tapi okelah ;baterai positif;baterai positif
Iphone 11 iOS nya terbaru, ngga sabar nunggu keluar. Udah liat previewnya, bagus sangat.; ios  terbaru ngga sabar nunggu keluar udah liat previewnya bagus sangat ;spesifikasi positif;spesifikasi positif
RAM ip 11 lebih oke 1 Gb dibanding ip X, langsung gas beli;ram  lebih oke gb dibanding   langsung gas beli;spesifikasi positif;spesifikasi positif
Coba kamera iphonne 11 buat pertama kali ternyata night mode keren banget hasilnya terang lebih terang dari iphone x;coba kamera iphonne buat pertama sekali ternyata night mode keren sekali hasilnya terang lebih terang dari  ;kamera positif;kamera positif
pake ip 11 pro backlight selfie bisa jadi bagus;menggunakan   backlight foto bisa jadi bagus;kamera positif;kamera positif
ternyata kameranya ga sebagus yang orang bilang tuh;ternyata kameranya tidak sebagus  orang bilang tuh;kamera negatif;kamera negatif
selfie kameranya ga bagus buat di tempat gelap;foto kameranya tidak bagus buat di tempat gelap;kamera negatif;kamera negatif
biasa aja tuh kameranya;biasa  tuh kameranya;kamera negatif;kamera negatif
penempatan kameranya bikin jelek, aneh gitu jadinya liatnya;penempatan kameranya membuat jelek aneh begitu jadinya liatnya;kamera negatif;kamera negatif
gila ip 11 beneran fast charging 30 menit doang langsung full tuh;sekali  beneran cepat charger menit  langsung full tuh;baterai positif;baterai positif
baterai ip 11 paling bagus sih dari ip seris yang lain;baterai  paling bagus  dari  seris  lain;baterai positif;baterai positif
Sudah menggunakan 11 selama 2 bulan sekarang, saya rasa baterainya sangat bagus.;sudah menggunakan selama bulan sekarang saya rasa baterainya sangat bagus ;baterai positif;baterai positif
waktu isi daya baterainya ip 11 lebih cepet dari ip x;waktu isi daya baterainya  lebih cepat dari  ;baterai positif;baterai positif
Apple bilang iPhone 11 iPhone 11 Pro dan iPhone 11 Pro Max memiliki masa pakai baterai sehari tapi tidak juga tuh masa pakai baterai saya kurang dari 24 jam.; bilang    dan    memiliki masa pakai baterai sehari tapi tidak juga tuh masa pakai baterai saya kurang dari jam ;baterai negatif;baterai negatif
waktu isi daya baterai sampai penuh lama juga;waktu isi daya baterai sampai penuh lama juga;baterai negatif;baterai negatif
daya tahan baterainya masih jelek, kalah sama samsung;daya tahan baterainya masih jelek kalah sama samsung;baterai negatif;baterai negatif
aku ga ngerasa baterai hp ip 11 ini lebih awet dari ip seris lain sih, malah lebih boros;aku tidak ngerasa baterai   ini lebih awet dari  seris lain  malah lebih boros;baterai negatif;baterai negatif
baterainya ga tahan dipakai buat seharian harus isi ulang mulu;baterainya tidak tahan dipakai buat seharian harus isi ulang mulu;baterai negatif;baterai negatif
ga kuat sih baterainya kalau dipake seharian;tidak kuat  baterainya kalau digunakan seharian;baterai negatif;baterai negatif
baterai nya ga kuat dipake lama lama;baterai  tidak kuat digunakan lama lama;baterai negatif;baterai negatif
ya murah sih menurut gue, soalnya kan emang barang bermerek jadi ya wajar aja; murah  menurut gue soalnya kan memang barang bermerek jadi  wajar ;harga positif;harga positif
gila mahal amat harganya, ga sanggup belinya;sekali mahal amat harganya tidak sanggup belinya;harga negatif;harga negatif
harga ip 11 kemahalan, jual ginjal dulu kali ya;harga  kemahalan jual ginjal dulu sekali ;harga negatif;harga negatif
ga setimapal sih menurut gue harganya, kemahalan kalo cuma buat beli hp doang mending beli laptop sekalian;tidak setimapal  menurut gue harganya kemahalan kalau cuma buat beli   lebih baik beli laptop sekalian;harga negatif;harga negatif
mahal banget satu hp doang seharga motor;mahal sekali satu   seharga motor;harga negatif;harga negatif
barang bermerek mahal ya;barang bermerek mahal ;harga negatif;harga negatif
harganya ga masuk akal, bikin nangis;harganya tidak masuk akal membuat suka;harga negatif;harga negatif
kemahalan sih menurutku, tapi mungkin emang nulai tukar rupiah sama dolar yang bikin tambah mahal;kemahalan  menurutku tapi mungkin memang nulai tukar rupiah sama dolar  membuat tambah mahal;harga negatif;harga negatif
body nya bagus keliatan mewahnya;body  bagus keliatan mewahnya;general positif;general positif
layarnya lebar, enak dipake;layarnya lebar enak digunakan;general positif;general positif
pilihan warnanya banyak banget, unik dan lucu lucu;pilihan warnanya banyak sekali unik dan bagus bagus;general positif;general positif
gemes liat warnanya;gemes liat warnanya;general positif;general positif
iphone 11 warna kuning lucu; warna kuning bagus;general positif;general positif
gue suka sih sama model ip 11 ini, keliatan fresh dan unik;gue suka  sama model  ini keliatan fresh dan unik;general positif;general positif
ip 11 banyak banget pilihan warnanya, bagus semua; banyak sekali pilihan warnanya bagus semua;general positif;general positif
hpnya gede tapi enak sih jadinya liat ke layar;hpnya besar tapi enak  jadinya liat ke layar;general positif;general positif
ternyata bener anti air guys, gue rendem ga kenapa-kenapa;ternyata benar anti air  gue rendem tidak kenapa kenapa;general positif;general positif
layarnya jelek banget, rentan retak meskipun ada pelindung layar.;layarnya jelek sekali rentan retak meskipun ada pelindung layar ;general negatif;general negatif
ga ada yang spesial dari design hpnya, ga begitu beda dari series yang lain;tidak ada  spesial dari design hpnya tidak begitu beda dari series  lain;general negatif;general negatif
spesifikasinya keren, pake chip a13 yang katanya cpu dan gpu ponsel tercepat;spesifikasinya keren menggunakan chip a  katanya cpu dan gpu ponsel tercepat;spesifikasi positif;spesifikasi positif
kecewa sih spesifikasinya ga sekeren yang diharapkan;kecewa  spesifikasinya tidak sekeren  diharapkan;spesifikasi negatif;spesifikasi negatif
ganyesel deh beli iphone 11 kameranya bagus banget;ganyesel  beli  kameranya bagus sekali;kamera positif;kamera positif
ganyesel deh beli iphone 11 kameranya bagus banget;ganyesel  beli  kameranya bagus sekali;kamera positif;kamera positif
suka banget iphone 11 pro kamera ultra wide nya;suka sekali   kamera ultra wide ;kamera positif;kamera positif
resolusinya sih kaya kamera slr;resolusinya  kaya kamera slr;kamera positif;kamera positif
kenapa harus bagus banget nih kamera iphone;kenapa harus bagus sekali  kamera ;kamera positif;kamera positif
natural banget nih kamera;natural sekali  kamera;kamera positif;kamera positif
beli iphone karena suka kameranya haha;beli  karena suka kameranya ;kamera positif;kamera positif
kameranya tetep tidak bikin muka glowing;kameranya tetep tidak membuat muka glowing;kamera negatif;kamera negatif
jatoh pas dibagian kamera langsung pecah;jatoh saat dibagian kamera langsung pecah;kamera negatif;kamera negatif
biasa aja kameranya;biasa  kameranya;kamera negatif;kamera negatif
cepet banget ke isi sih baterainya keren;cepat sekali ke isi  baterainya keren;baterai positif;baterai positif
wah makin irit ya baterainya;wah makin irit  baterainya;baterai positif;baterai positif
gila ganyangka baterainya cepet ke isi;sekali ganyangka baterainya cepat ke isi;baterai positif;baterai positif
seneng banget charge sebentar langsung penuh;seneng sekali charge sebentar langsung penuh;baterai positif;baterai positif
lebih cepet penuh baterainya daripada iphone dibawah x;lebih cepat penuh baterainya daripada  dibawah ;baterai positif;baterai positif
salut sama baterai iphone xr cepet terisi dan ga boros;salut sama baterai  xr cepat terisi dan tidak boros;baterai positif;baterai positif
terimakasih baterai iphone membuat saya harus membawa charger terus;terimakasih baterai  membuat saya harus membawa charger terus;baterai negatif;baterai negatif
sehari bisa berapa kali charge boros parah;sehari bisa berapa sekali charge boros parah;baterai negatif;baterai negatif
sudah setahun kirain bakal irit ternyata makin boros baterainya;sudah setahun kirain bakal irit ternyata makin boros baterainya;baterai negatif;baterai negatif
harusnya kalau makin canggih, baterai juga dong daya tahan nya lebih lama;harusnya kalau makin canggih baterai juga  daya tahan  lebih lama;baterai negatif;baterai negatif
iphone berguna bagi kalangan remaja ya; berguna bagi kalangan remaja ;general positif;general positif
lucu banget warna warnanya iphone 11 series;bagus sekali warna warnanya  series;general positif;general positif
yaAllah beri aku rejeki untuk membeli iphone 11 series pingin warna midnight keren banget;yaallah beri aku rejeki untuk membeli  series pingin warna midnight keren sekali;general positif;general positif
iphone 11 series warna ungu nya lucu banget; series warna ungu  bagus sekali;general positif;general positif
warna ungu ataupun yang midnight sama sama bagus, tapi jujur midnight lebih keren;warna ungu ataupun  midnight sama sama bagus tapi jujur midnight lebih keren;general positif;general positif
kalo udah pake iphone 11 berasa mewah banget deh haha;kalau udah menggunakan  berasa mewah sekali  ;general positif;general positif
buat nonton enak sih layarnya makin gede;buat nonton enak  layarnya makin besar;general positif;general positif
rentan banget nih lamalama iphone gampang retak jatoh sekali;rentan sekali  lamalama  gampang retak jatoh sekali;general negatif;general negatif
layarnya gampang retak;layarnya gampang retak;general negatif;general negatif
kalo udah jatoh rentan banget retak;kalau udah jatoh rentan sekali retak;general negatif;general negatif
sebel banget jatoh langsung lecet pinggirannya;kesal sekali jatoh langsung lecet pinggirannya;general negatif;general negatif
menurut ku sih sesuai ya harga dengan spesifikasinya;menurut ku  sesuai  harga dengan spesifikasinya;harga positif,spesifikasi positif;harga positif,spesifikasi positif
menurut saya wajar aja harga segitu buat iphone x series ataupun 11 series, karena target pasar nya iphone memang segitu;menurut saya wajar  harga segitu buat   series ataupun series karena target pasar   memang segitu;harga positif;harga positif
menguras dompet banget ya harganya;menguras dompet sekali  harganya;harga negatif;harga negatif
bikin minder harganya;membuat minder harganya;harga negatif;harga negatif
gabisa lebih mahal lagi woy iphone 11? mau beli tapi gila banget harganya;gabisa lebih mahal lagi woy  mau beli tapi sekali sekali harganya;harga negatif;harga negatif
mahal banget, letak murah nya dari segi apa sih buat yang bilang harganya murah;mahal sekali letak murah  dari segi apa  buat  bilang harganya murah;harga negatif;harga negatif
mana yang bilang harga nya murah, mahal banget woy gabisa liat ya;mana  bilang harga  murah mahal sekali woy gabisa liat ;harga negatif;harga negatif
spesifikasinya bagus tapi harga bikin kantong kering terimakasih;spesifikasinya bagus tapi harga membuat kantong kering terimakasih;spesifikasi positif,harga negatif;spesifikasi positif,harga negatif
spesifikasi nya lancar sih kalo lagi menjalankan usaha online;spesifikasi  lancar  kalau lagi menjalankan usaha online;spesifikasi positif;spesifikasi positif
selalu berasa kurang woy pake ram nya, langsung penuh padahal kaya baru dikit install aplikasi nya;selalu berasa kurang woy menggunakan ram  langsung penuh padahal kaya baru dikit install aplikasi ;spesifikasi negatif;spesifikasi negatif
spesifikasi nya biasa aja, belum bikin wah;spesifikasi  biasa  belum membuat wah;spesifikasi negatif;spesifikasi negatif
memori RAM nya sih yang bikin maju mundur buat beli, merasa kurang;memori ram    membuat maju mundur buat beli merasa kurang;spesifikasi negatif;spesifikasi negatif
suka banget ih sama kameranya iphone x bagus banget aku jadi glowing glowing manja gitu;suka sekali  sama kameranya   bagus sekali aku jadi glowing glowing manja begitu;kamera positif;kamera positif
iphone 11 bagus sih kameranya cocok banget buat gua kalo mau hunting foto; bagus  kameranya cocok sekali buat aku kalau mau hunting foto;kamera positif;kamera positif
semenjak pake iphone 11 gaya dikit langsung cekrek, kameranya emang terbaik sih ini;semenjak menggunakan  gaya dikit langsung cekrek kameranya memang terbaik  ini;kamera positif;kamera positif
kurang suka sama iphone soalnya harganya mahal walaupun spesifikasinya bagus;kurang suka sama  soalnya harganya mahal walaupun spesifikasinya bagus;harga negatif,spesifikasi positif;harga negatif,spesifikasi positif
guys kalo kalian mau tau saya ngerekam pake kamera apa saya itu cuma pake kamera dari iphone 11 guys, beli deh kameranya bagus banget; kalau kalian mau tau saya ngerekam menggunakan kamera apa saya itu cuma menggunakan kamera dari   beli  kameranya bagus sekali;kamera positif;kamera positif
masih bahas tentang iphone nih, kenapa gua suka banget iphone karena baterainya itu awet bagus banget guys cocok buat yang suka main hp seharian;masih bahas tentang   kenapa aku suka sekali  karena baterainya itu awet bagus sekali  cocok buat  suka main  seharian;baterai positif;baterai positif
iphone speakernya jelek ah gak suka kresek kresek gitu; speakernya jelek ah tidak suka kresek kresek begitu;general negatif;general negatif
apaan nih iphone ih benci banget sama hp kayak gini masa chargernya baru sebulan udah rusak;apaan    benci sekali sama  kayak seperti masa chargernya baru sebulan udah rusak;baterai negatif;baterai negatif
iphone hp berkelas, kameranya terbaik suka banget deh banyak juga youtuber yang pake iphone;  berkelas kameranya terbaik suka sekali  banyak juga youtuber  menggunakan ;kamera positif;kamera positif
kamera iphone tu bagus banget coy belom pernah kan lu berasa ganteng di foto haha;kamera  itu bagus sekali coy belom pernah kan kamu berasa ganteng di foto ;kamera positif;kamera positif
kamera iphone terbaik gak kayak samsung cuih;kamera  terbaik tidak kayak samsung cuih;kamera positif;kamera positif
iphone beranjak bangkrut spesifikasi jauh dari seharusnya bagai bintang yang jatuh mati lebih cepat; beranjak bangkrut spesifikasi jauh dari seharusnya bagai bintang  jatuh mati lebih cepat;spesifikasi negatif;spesifikasi negatif
speaker iphone menggonggong bak suara anjing bangsat;speaker  menggonggong bak suara anjing bangsat;general negatif;general negatif
bun aku masih tak mengerti iphone harga mahalnya berenang di kepala;bun aku masih tidak mengerti  harga mahalnya berenang di kepala;harga negatif;harga negatif
aku masih ada sampai di sini pakai iphone susah setengah mati UI UX nya gak bisa diganti apa ah;aku masih ada sampai di sini pakai  susah setengah mati ui ux  tidak bisa diganti apa ah;general negatif;general negatif
aku masih ada sampai di sini pakai iphone lemot setengah mati spesifikasinya parah banget dah;aku masih ada sampai di sini pakai  lambat setengah mati spesifikasinya parah sekali ;spesifikasi negatif;spesifikasi negatif
kau memang hp sedikit fitur bolehkah aku banting aja iphone kampret;kau memang  sedikit fitur bolehkah aku banting   kampret;general negatif;general negatif
kau memang hp tak kasat rasa masang harga mahal gila iphone gak ngotak;kau memang  tidak kasat rasa masang harga mahal sekali  tidak ngotak;harga negatif;harga negatif
tadi pagi aku masih menangis pada iphone yang harganya mahal naudzubillah;tadi pagi aku masih menangis pada   harganya mahal naudzubillah;harga negatif;harga negatif
katanya mimpiku kan terwujud tapi fitur iphone itu mimpi buruk;katanya mimpiku kan terwujud tapi fitur  itu mimpi buruk;general negatif;general negatif
iphone harga doang mahal jemput cewe depan gang; harga  mahal jemput cewe depan gang;harga negatif;harga negatif
seriusan nih gak ada memori eksternalnya ya ampun hp macam apa ini buruk sekali;seriusan  tidak ada memori eksternalnya  ampun  seperti apa ini buruk sekali;spesifikasi negatif;spesifikasi negatif
ukurannya kegedan coy gak bisa masuk saku jelek banget dah ni hp;ukurannya kegedan coy tidak bisa masuk saku jelek sekali  ini ;general negatif;general negatif
iphone kameranya penuh kepalsuan penipu munafik calon penghuni neraka bakar aja ni hp; kameranya penuh kepalsuan penipu munafik calon penghuni neraka bakar  ini ;kamera negatif;kamera negatif
iphone gak cocok buat foto jarak dekat jadi fotonya harus dari jauh udah kayak hubungan kita yang jauh; tidak cocok buat foto jarak dekat jadi fotonya harus dari jauh udah kayak hubungan kita  jauh;kamera negatif;kamera negatif
pada lebay banget sih sama kamera iphone padahal gitu doang biasa aja malah menurut gue kurang;pada lebay sekali  sama kamera  padahal begitu  biasa  malah menurut gue kurang;kamera negatif;kamera negatif
iphone kameranya gak bagus di tempat gelap gan; kameranya tidak bagus di tempat gelap gan;kamera negatif;kamera negatif
iphone 11 bagus nih lucu warnanya; bagus  bagus warnanya;general positif;general positif
bagus sih lucu juga warnanya iphone 11;bagus  bagus juga warnanya  ;general positif;general positif
lucu banget bagus suka sama warna iphone 11;bagus sekali bagus suka sama warna  ;general positif;general positif
bentuknya bagus suka sama bentuk iphone;bentuknya bagus suka sama bentuk ;general positif;general positif
speaker nya mantap coy suaranya jernih keren iphone;speaker  mantap coy suaranya jernih keren ;general positif;general positif
layarnya jernih cocok buat nonton anime pake iphone;layarnya jernih cocok buat nonton anime menggunakan ;general positif;general positif
suka deh sama warna iphone x;suka  sama warna  ;general positif;general positif
kualitas bagus harganya ya sesuai lah untuk iphone;kualitas bagus harganya  sesuai lah untuk ;harga positif;harga positif
bagi gua sih iphone murah ya kualitas juga oke jadi harganya pas lah;bagi aku   murah  kualitas juga oke jadi harganya saat lah;harga positif;harga positif
harga iphone emang udah paling pas;harga  memang udah paling saat;harga positif;harga positif
murah kok harganya cuma nabung 3 bulan juga udah kebeli iphone;murah kok harganya cuma nabung bulan juga udah kebeli ;harga positif;harga positif
kualitas oke harga juga pas mantap iphone;kualitas oke harga juga saat mantap ;harga positif;harga positif
cari hp berkualitas dan harga terjangkau ya iphone;cari  berkualitas dan harga terjangkau  ;harga positif;harga positif
ayo buruan beli iphone mumpung harganya murah haha; buruan beli  mumpung harganya murah ;harga positif;harga positif
pas kok harga sama kualitas kalo untuk iphone; saat kok harga sama kualitas kalau untuk ;harga positif;harga positif
ram bagus cpu bagus iphone mantap;ram bagus cpu bagus  mantap;spesifikasi positif;spesifikasi positif
cpu bagus nih iphone;cpu bagus  ;spesifikasi positif;spesifikasi positif
iphone spesifikasinya bagus sih enak pakenya; spesifikasinya bagus  enak pakenya;spesifikasi positif;spesifikasi positif
butuh spek bagus buat hp ya iphone;butuh spek bagus buat   ;spesifikasi positif;spesifikasi positif
mau hp spek bagus ya jelas iphone;mau  spek bagus  jelas ;spesifikasi positif;spesifikasi positif
spesifikasi iphone bagus banget terbaik;spesifikasi  bagus sekali terbaik;spesifikasi positif;spesifikasi positif
hp yang speknya bagus ya iphone lah;  speknya bagus   lah;spesifikasi positif;spesifikasi positif
iphone speknya lebih bagus daripada samsung; speknya lebih bagus daripada samsung;spesifikasi positif;spesifikasi positif
iphone speknya bagus gak kayak hp lain; speknya bagus tidak kayak  lain;spesifikasi positif;spesifikasi positif
kamera iphone susah fokus jelek ah;kamera  susah fokus jelek ah;kamera negatif;kamera negatif
beli iphone karena kameranya tapi ternyata bikin kecewa;beli  karena kameranya tapi ternyata membuat kecewa;kamera negatif;kamera negatif
bagus baterai nya awet nih iphone;bagus baterai  awet  ;baterai positif;baterai positif
baterainya awet kok bagus juga iphone;baterainya awet kok bagus juga ;baterai positif;baterai positif
baterai iphone awet kayak baterai abc;baterai  awet kayak baterai abc;baterai positif;baterai positif
baterai bisa seharian kok bagus iphone;baterai bisa seharian kok bagus ;baterai positif;baterai positif
baterai terbaik ya iphone;baterai terbaik  ;baterai positif;baterai positif
baterai bagus dan awet ya cuma iphone;baterai bagus dan awet  cuma ;baterai positif;baterai positif
baterai awet nan bagus emang iphone doang sih;baterai awet nan bagus memang   ;baterai positif;baterai positif
iphone emang baterainya terbaik sih; memang baterainya terbaik ;baterai positif;baterai positif
iphone baterainya kayak tai; baterainya kayak tai;baterai negatif;baterai negatif
baterai iphone kayak anjing;baterai  kayak anjing;baterai negatif;baterai negatif
baterai iphone bangsat anjing tai babi;baterai  bangsat anjing tai ;baterai negatif;baterai negatif
baterai iphone boros bangsat;baterai  boros bangsat;baterai negatif;baterai negatif
ukurannya ideal banget jadi enak pas digenggam;ukurannya ideal sekali jadi enak saat digenggam;general positif;general positif
cakep banget warna hp nya;bagus sekali warna  ;general positif;general positif
buat main oke banget sih desainnya;buat main oke sekali  desainnya;general positif;general positif
desain iphone 11 ini emang bagus banget pantes banyak peminat;desain  ini memang bagus sekali pantes banyak peminat;general positif;general positif
warna hitam nya cool banget;warna hitam  cool sekali;general positif;general positif
bisa dibilang iphone 11 ini ideal banget dari desain dan fitur nya;bisa dibilang  ini ideal sekali dari desain dan fitur ;general positif;general positif
pilihan warna nya sangat menarik sampai bingung memilihnya;pilihan warna  sangat menarik sampai bingung memilihnya;general positif;general positif
desain nya premium banget saya suka;desain  premium sekali saya suka;general positif;general positif
bentuknya desainnya bagus banget simpel tapi keren;bentuknya desainnya bagus sekali simpel tapi keren;general positif;general positif
hp nya lumayan berat jadi gak bisa main permainan terlalu lama;  lumayan berat jadi tidak bisa main permainan terlalu lama;general negatif;general negatif
masalah iphone 11 tuh hp nya agak berat ya;masalah  tuh   agak berat ;general negatif;general negatif
agak kurang sih menurut saya layar nya;agak kurang  menurut saya layar ;general negatif;general negatif
menyesal beli iphone 11 sebab super berat untuk tangan saya;menyesal beli  karena super berat untuk tangan saya;general negatif;general negatif
desain hp nya mengkilap jadi gampang keliatan kalau ada lecet;desain   mengkilap jadi gampang keliatan kalau ada lecet;general negatif;general negatif
poni di atas layar mengganggu banget;poni di atas layar mengganggu sekali;general negatif;general negatif
iphone tuh terlalu eksklusif jadi susah nyambung kemanamana ga kaya android; tuh terlalu eksklusif jadi susah nyambung kemanamana tidak kaya android;general negatif;general negatif
wajar sih harga segini karena emang bagus banget;wajar  harga segini karena memang bagus sekali;harga positif;harga positif
harganya wajar itung itung investasi;harganya wajar itung itung investasi;harga positif;harga positif
asli emang bener hp ini sesuai dengan harganya mantap emang;asli memang benar  ini sesuai dengan harganya mantap memang;harga positif;harga positif
iPhone X kini jauh lebih murah;  kini jauh lebih murah;harga positif;harga positif
harga iphone x sudah lebih terjangkau;harga   sudah lebih terjangkau;harga positif;harga positif
menurut gue harga iphone tuh sesuai sama kualitasnya;menurut gue harga  tuh sesuai sama kualitasnya;harga positif;harga positif
emang mahal sih hp dengan harga segini;memang mahal   dengan harga segini;harga negatif;harga negatif
harganya mahal bikin ciut untuk membeli;harganya mahal membuat ciut untuk membeli;harga negatif;harga negatif
salah satu kelemahannya adalah harganya yang sangat mahal;salah satu kelemahannya adalah harganya  sangat mahal;harga negatif;harga negatif
sistem operasinya bagus banget;sistem operasinya bagus sekali;spesifikasi positif;spesifikasi positif
speknya bagus jadi enak banget buat main game dan buat kerja;speknya bagus jadi enak sekali buat main game dan buat kerja;spesifikasi positif;spesifikasi positif
suka banget ios pasti premium kualitasnya;suka sekali ios pasti premium kualitasnya;spesifikasi positif;spesifikasi positif
puas banget sistem operasinya lebih kencang dan bebas hambatan;puas sekali sistem operasinya lebih kencang dan bebas hambatan;spesifikasi positif;spesifikasi positif
sistem operasi nya nyaman banget dipake dan ga lemot;sistem operasi  nyaman sekali digunakan dan tidak lambat;spesifikasi positif;spesifikasi positif
spesifikasi iphone x lebih unggul dari segi performa;spesifikasi   lebih unggul dari segi performa;spesifikasi positif;spesifikasi positif
RAM kecil banget kapasitasnya;ram kecil sekali kapasitasnya;spesifikasi negatif;spesifikasi negatif
ya sayangnya kaga ada memori eksternal; sayangnya kaga ada memori eksternal;spesifikasi negatif;spesifikasi negatif
tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;tibatiba disuruh install aplikasi absen sama sekolah tapi di  gabisa soalnya ram  kecil;spesifikasi negatif;spesifikasi negatif
kamera nya cepet banget autofokus keren banget deh;kamera  cepat sekali autofokus keren sekali ;kamera positif;kamera positif
hasil fotonya lebih bagus daripada versi sebelumnya;hasil fotonya lebih bagus daripada versi sebelumnya;kamera positif;kamera positif
keren deh kamera nya walaupun minim cahaya tetep memuaskan banget hasil fotonya terang dan jelas;keren  kamera  walaupun minim cahaya tetep memuaskan sekali hasil fotonya terang dan jelas;kamera positif;kamera positif
Wow bisa bikin video keren pake kamera depan;wow bisa membuat video keren menggunakan kamera depan;kamera positif;kamera positif
hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;hasil foto menggunakan kamera  bagus sekali kaya menggunakan kamera dslr;kamera positif;kamera positif
kamera nya keren abis;kamera  keren abis;kamera positif;kamera positif
hasil foto udah kaya pake kamera level profesional;hasil foto udah kaya menggunakan kamera level profesional;kamera positif;kamera positif
kameranya super bagus hasilnya kaya dilihat pake mata langsung;kameranya super bagus hasilnya kaya dilihat menggunakan mata langsung;kamera positif;kamera positif
ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;ribet  kalau foto menggunakan  harus menggunakan filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;kamera negatif;kamera negatif
gampang lecet kamera nya;gampang lecet kamera ;kamera negatif;kamera negatif
hasil foto iphone 11 kurang bagus kalo gak ada cahaya matahari;hasil foto  kurang bagus kalau tidak ada cahaya matahari;kamera negatif;kamera negatif
mantap deh baterai nya lebih hemat dari versi sebelumnya;mantap  baterai  lebih hemat dari versi sebelumnya;baterai positif;baterai positif
pas awal pake tuh baterai hemat banget bisa tahan seharian; saat awal menggunakan tuh baterai hemat sekali bisa tahan seharian;baterai positif;baterai positif
baterainya tahan lama banget;baterainya tahan lama sekali;baterai positif;baterai positif
enaknya ip11 tuh pas charge lumayan cepet penuh nya;enaknya ip tuh saat charge lumayan cepat penuh ;baterai positif;baterai positif
kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;kalau charge  menggunakan charger   sesuai mah pasti cepat penuh koo baterenya;baterai positif;baterai positif
sumpah ya charge hp lama banget keburu gajah bertelur;  charge  lama sekali keburu gajah bertelur;baterai negatif;baterai negatif
lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;lama sekali bisa naik haji dulu sekali yaa nunggu baterai penuh;baterai negatif;baterai negatif
makin lama dipake makin cepet habis baterainya;makin lama digunakan makin cepat habis baterainya;baterai negatif;baterai negatif
