Tweet;Tweet_Parsed;True_Label;Pred_Label
baterainya awet kok bagus juga iphone;baterainya awet bagus;baterai positif;baterai positif
baterai terbaik ya iphone;baterai terbaik;baterai positif;baterai positif
iphone emang baterainya terbaik sih;baterainya terbaik;baterai positif;baterai positif
iphone baterai ampas cepet abis;baterai ampas cepat abis;baterai negatif;baterai negatif
iphone baterainya kayak tai;baterainya kayak tai;baterai negatif;baterai negatif
baterai iphone kayak anjing;baterai kayak anjing;baterai negatif;baterai negatif
baterai iphone bangsat anjing tai babi;baterai bangsat anjing tai;baterai negatif;baterai negatif
baterai iphone boros bangsat;baterai boros bangsat;baterai negatif;baterai negatif
ukurannya ideal banget jadi enak pas digenggam;ukurannya ideal enak pas digenggam;general positif;general positif
buat main oke banget sih desainnya;main oke desainnya;general positif;general positif
desain iphone 11 ini emang bagus banget pantes banyak peminat;desain bagus pantes peminat;general positif;general positif
bisa dibilang iphone 11 ini ideal banget dari desain dan fitur nya;bisa dibilang ideal desain fitur;general positif;general positif
pilihan warna nya sangat menarik sampai bingung memilihnya;pilihan warna menarik bingung memilihnya;general positif;general positif
desain nya premium banget saya suka;desain premium suka;general positif;general positif
bentuknya desainnya bagus banget simpel tapi keren;bentuknya desainnya bagus simpel keren;general positif;general positif
hp nya lumayan berat jadi gak bisa main permainan terlalu lama;lumayan berat tidak bisa main permainan;general negatif;general negatif
masalah iphone 11 tuh hp nya agak berat ya;masalah tuh agak berat;general negatif;general negatif
agak kurang sih menurut saya layar nya;agak kurang layar;general negatif;general negatif
menurut saya kegedean sih layarnya;kegedean layarnya;general negatif;general negatif
ukurannya gede jadi gak bisa masuk saku;ukurannya tidak bisa masuk saku;general negatif;general negatif
menyesal beli iphone 11 sebab super berat untuk tangan saya;menyesal beli super berat tangan;general negatif;general negatif
iphone tuh terlalu eksklusif jadi susah nyambung kemanamana ga kaya android;tuh eksklusif susah nyambung kemanamana tidak kaya android;general negatif;general negatif
wajar sih harga segini karena emang bagus banget;wajar harga segini bagus;harga positif;harga positif
asli emang bener hp ini sesuai dengan harganya mantap emang;asli sesuai harganya mantap;harga positif;harga positif
harga nya setimpal untuk pemakaian jangka lama;harga setimpal pemakaian jangka;harga positif;harga positif
iPhone X kini jauh lebih murah;lebih murah;harga positif;harga positif
harga iphone x sudah lebih terjangkau;harga lebih terjangkau;harga positif;harga positif
puas banget sih harga segini apalagi dipake buat bisnis ga lemot;puas harga segini bisnis tidak lemot;harga positif;harga positif
menurut gue harga iphone tuh sesuai sama kualitasnya;gue harga tuh sesuai kualitasnya;harga positif;harga positif
harganya lumayan mahal sih untuk rakyat jelata kaya aku;harganya lumayan mahal rakyat jelata kaya;harga negatif;harga negatif
harganya mahal bikin ciut untuk membeli;harganya mahal ciut membeli;harga negatif;harga negatif
salah satu kelemahannya adalah harganya yang sangat mahal;salah kelemahannya harganya mahal;harga negatif;harga negatif
suka banget ios pasti premium kualitasnya;suka ios premium kualitasnya;spesifikasi positif;spesifikasi positif
RAM kecil banget kapasitasnya;ram kecil kapasitasnya;spesifikasi negatif;spesifikasi negatif
ya sayangnya kaga ada memori eksternal;sayangnya kaga memori eksternal;spesifikasi negatif;spesifikasi negatif
tibatiba disuruh install aplikasi absen sama sekolah tapi di iphone gabisa soalnya ram nya kecil;tibatiba disuruh install aplikasi absen sekolah gabisa ram kecil;spesifikasi negatif;spesifikasi negatif
kamera nya cepet banget autofokus keren banget deh;kamera cepat autofokus keren deh;kamera positif;kamera positif
hasil fotonya lebih bagus daripada versi sebelumnya;hasil fotonya lebih bagus versi;kamera positif;kamera positif
Wow bisa bikin video keren pake kamera depan;wow bisa video keren kamera;kamera positif;kamera positif
hasil foto pake kamera iphone 11 bagus banget kaya pake kamera dslr;hasil foto kamera bagus kaya kamera dslr;kamera positif;kamera positif
buat foto jarak jauh mantap banget ga burem sama sekali;foto jarak mantap tidak burem;kamera positif;kamera positif
hasil foto udah kaya pake kamera level profesional;hasil foto udah kaya kamera level profesional;kamera positif;kamera positif
kameranya super bagus hasilnya kaya dilihat pake mata langsung;kameranya super bagus hasilnya kaya mata langsung;kamera positif;kamera positif
kalo mau foto jarak dekat kurang bagus nih lensa kamera nya;foto jarak kurang bagus lensa kamera;kamera negatif;kamera negatif
ribet dah kalo selfie pake iphone harus pake filter soalnya hasilnya terlalu realistis jadi gue keliatan jeleknya;ribet foto harus filter hasilnya realistis gue keliatan jeleknya;kamera negatif;kamera negatif
gampang lecet kamera nya;gampang lecet kamera;kamera negatif;kamera negatif
mantap deh baterai nya lebih hemat dari versi sebelumnya;mantap deh baterai lebih hemat versi;baterai positif;baterai positif
enaknya ip11 tuh pas charge lumayan cepet penuh nya;enaknya ip tuh pas charge lumayan cepat penuh;baterai positif;baterai positif
kalo charge nya pake charger iphone yang sesuai mah pasti cepet penuh koo baterenya;charge charger sesuai mah cepat penuh koo baterenya;baterai positif;baterai positif
sumpah ya charge hp lama banget keburu gajah bertelur;charge keburu gajah bertelur;baterai negatif;baterai negatif
lama banget bisa naik haji dulu kali yaa nunggu baterai penuh;bisa haji yaa nunggu baterai penuh;baterai negatif;baterai negatif
menurut aku baterai nya kurang awet;baterai kurang awet;baterai negatif;baterai negatif
pengisian baterai hp tergolong lama;pengisian baterai tergolong;baterai negatif;baterai negatif
baterai nya ga bisa dicopot;baterai tidak bisa dicopot;baterai negatif;baterai negatif
satu hal yang agak mengecewakan adalah baterainya yang kurang awet;agak mengecewakan baterainya kurang awet;baterai negatif;baterai negatif
ga awet bgt dah kalo gue pake iphone bisa dua sampe tiga kali charger dalam sehari;tidak awet gue bisa sampe charger sehari;baterai negatif;baterai negatif
pilihan warnanya gemes gemes banget;pilihan warnanya gemes gemes;general positif;general positif
I'm so in love with this phone;love;general positif;general positif
so good for gaming;good gaming;general positif;general positif
setelah baca baca review nya, hm lumayan juga jadi tertarik nih buat beli;baca baca review hm lumayan tertarik beli;general positif;general positif
suka banget sama yang warna hijau, harus punya;suka warna hijau harus;general positif;general positif
ga suka ah mending beli merk lain aja;tidak suka ah lebih beli merk;general negatif;general negatif
upgradenya ga terlalu banyak sih dibanding produk sebelumnya, ga terllau worth sih ya sepertinya;upgradenya tidak dibanding produk tidak terllau sebanding;general negatif;general negatif
ga pernah tertarik buat beli iphone deh sampai sekarang;tidak tertarik beli deh;general negatif;general negatif
ip11 biasa aja sih menurut gue, kenapa pada bilang waw banget ya;ip biasa gue bilang waw;general negatif;general negatif
belum minat buat beli nih iphone 11, masih jelek menurut gue;belum minat beli jelek gue;general negatif;general negatif
harganya okelah ya buat spesifikasi kaya gini;harganya okelah spesifikasi kaya gini;harga positif;harga positif
terjangkau sih menurut gue harganya iphone 11 ini, sesuai sama spec;terjangkau gue harganya sesuai spesifikasi;harga positif;harga positif
ada harga ada rupa ya coi, bagus sih ini produknya worth it buat harga segitu;harga rupa coi bagus produknya sebanding harga segitu;harga positif;harga positif
harga ip11 sesuai lah ya dengan kemampuan yang handphone ini bisa tunjukkan;harga ip sesuai kemampuan handphone bisa tunjukkan;harga positif;harga positif
ini hitungannya harganya masih murah sih untuk produk sebagus ini;hitungannya harganya murah produk sebagus;harga positif;harga positif
iphone11, harganya sesuai kok sama spesifikasi dan produknya;harganya sesuai spesifikasi produknya;harga positif;harga positif
ga worth it banget harganya;tidak sebanding harganya;harga negatif;harga negatif
buat apasih beli iphone mahal mahal, masih banyak produk yg lain yg lebih murah tapi tetap bagus;apasih beli mahal mahal produk lebih murah bagus;harga negatif;harga negatif
ga minat buat beli nih ip11 apalagi harganya selangit;tidak minat beli ip harganya selangit;harga negatif;harga negatif
harganya ga affordable, sorry apple;harganya tidak affordable sorry;harga negatif;harga negatif
keren juga nih ip11 pake ios terbaru;keren ip ios terbaru;spesifikasi positif;spesifikasi positif
apple processor is better than any android out there;processor lebih android;spesifikasi positif;spesifikasi positif
performanya jadi makin mantap dengan penggunaan ios terbaru didalam produk ip11 ini;performanya makin mantap penggunaan ios terbaru didalam produk ip;spesifikasi positif;spesifikasi positif
belum ada yang bisa nandingin processor yang dipunya apple;belum bisa nandingin processor dipunya;spesifikasi positif;spesifikasi positif
kenapa ram nya cuma 4gb pengen yang lebih;ram cuma gb pengen lebih;spesifikasi negatif;spesifikasi negatif
suka banget hasil pengambilan kameranya;suka hasil pengambilan kameranya;kamera positif;kamera positif
ip11 ini kameranya aku suka banget, hasilnya bagus;ip kameranya suka hasilnya bagus;kamera positif;kamera positif
satu satunya alasan gue cinta bgt sama ip11 kameranya waw amazing;satunya alasan gue cinta ip kameranya waw amazing;kamera positif;kamera positif
hasil fotonya bagus banget sih, mendukung keestetikan gue;hasil fotonya bagus mendukung keestetikan gue;kamera positif;kamera positif
kameranya oke, dipake buat foto dan video bagus;kameranya oke foto video bagus;kamera positif;kamera positif
semenjak pake ip11 makin suka selfie deh kameranya bagus haha;semenjak ip makin suka foto deh kameranya bagus;kamera positif;kamera positif
jelek banget fitur night mode kamera nya banyak noise;jelek fitur night mode kamera noise;kamera negatif;kamera negatif
kameranya jelek kalo mau ngezoom pecah;kameranya jelek ngezoom pecah;kamera negatif;kamera negatif
ga worth it sih kameranya, mendingan beli produk lain;tidak sebanding kameranya mendingan beli produk;kamera negatif;kamera negatif
kameranya kurang banyak, ga memuaskan;kameranya kurang tidak memuaskan;kamera negatif;kamera negatif
ah iphone 11 kameranya kurang baik dibanding yg lain;ah kameranya kurang dibanding;kamera negatif;kamera negatif
kamera nya ga terlalu bagus sih, kalo dipake buat moto malam hasilnya jelek;kamera tidak bagus moto malam hasilnya jelek;kamera negatif;kamera negatif
kameranya kalo dipake buat foto indoor dgn pencahayaan yg kurang bad banget sih;kameranya foto indoor pencahayaan kurang bad;kamera negatif;kamera negatif
aman sih ini baterainya, apalagi ada teknologi wireless charge;aman baterainya teknologi wireless charge;baterai positif;baterai positif
chipsetnya mantap banget jadi bikin iphone 11 hemat baterai;chipset mantap hemat baterai;baterai positif;baterai positif
dibandingkan produk sebelumnya, produk apple yang ini baterai nya cukup tahan;dibandingkan produk produk baterai cukup tahan;baterai positif;baterai positif
akhirnya apple ngembangin teknologi yang bikin baterainya lebih hemat;ngembangin teknologi baterainya lebih hemat;baterai positif;baterai positif
udah coba pake handphone ini seharian tanpa ngecharge waw juga sama kemampuan konsumsi dayanya yg lebih kecil;udah coba handphone seharian tanpa charge waw kemampuan konsumsi dayanya lebih kecil;baterai positif;baterai positif
boros banget baterainya, masa kudu ngecas berkali kali sih;boros baterainya kudu ngecas berkali;baterai negatif;baterai negatif
harus banget bawa powerbank kemana mana ini mah, baterainya ga oke;harus bawa powerbank kemana mah baterainya tidak oke;baterai negatif;baterai negatif
kenapa sih iphone tuh baterainya ga pernah bertahan lama;tuh baterainya tidak bertahan;baterai negatif;baterai negatif
baterai nya boros, ga cocok buat orang yang pekerjaannya banyak menggunakan handphone;baterai boros tidak cocok orang pekerjaannya handphone;baterai negatif;baterai negatif
ngecharge nya butuh watu lama ini iphone 11;charge butuh watu;baterai negatif;baterai negatif
ga keren banget masa charger bawaannya belum fast charging;tidak keren charger bawaannya belum cepat charger;baterai negatif;baterai negatif
butuh waku lama buat ngecharge kalo pake charger bawaan, daya nya masih kecil;butuh waku charge charger bawaan daya kecil;baterai negatif;baterai negatif
